#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <taxonset id="TaxonSet.transeurasian" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:transeurasian" name="distribution">
#            <parameter id="bcov_alpha.s:transeurasian" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="bcov_s_prior.s:transeurasian" name="distribution">
#            <parameter id="bcov_s.s:transeurasian" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:clock" name="distribution">
#            <parameter id="ucldMean.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:clock" name="distribution">
#            <parameter id="ucldStdev.c:clock" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="Yayoi.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Yayoi" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Yuwan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Yonaguni" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Shuri" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Okinoerabu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ogami" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Japanese" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ikema" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hateruma" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tarama" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr" offset="1700.0">
#                <parameter estimate="false" id="RealParameter.6" name="M">400.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="S" upper="5.0">0.6</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.transeurasian	TreeHeight.t:tree	mutationRate.s:transeurasian	bcov_alpha.s:transeurasian	bcov_s.s:transeurasian	YuleModel.t:tree	birthRate.t:tree	frequencies.s:transeurasian1	frequencies.s:transeurasian2	ucldStdev.c:clock	rate.c:clock.mean	rate.c:clock.variance	rate.c:clock.coefficientOfVariation	monophyletic(Yayoi)	logP(mrca(Yayoi))	mrcatime(Yayoi)	ucldMean.c:clock
272000	-298.71372844168144	NaN	-298.71372844168144	NaN	3557.486528333489	1.0	0.38139739892624297	0.23688067105505953	-289.6920287505627	9.769033129003759E-4	0.7005755388839603	0.29942446111603926	0.05943696310908556	2.956886167109549E164	Infinity	Infinity	0	-8.447294788420008	2569.6670760639386	2.910843823691273E164
273000	-280.18975884018266	NaN	-280.18975884018266	NaN	2094.178720380669	1.0	0.38139739892624297	0.23688067105505953	-272.2252737596252	0.0020454550303792736	0.8617268772994853	0.13827312270051434	0.20830578758465748	3.65070172853608E165	Infinity	Infinity	0	-6.422885752512815	2094.178720380669	3.713067087825127E165
274000	-267.0642289394684	NaN	-267.0642289394684	NaN	1929.252231127746	1.0	0.4193669141434696	0.23688067105505953	-260.55822073682384	0.00210267556219981	0.9593513774177186	0.04064862258228105	0.04965861484596306	5.749982886704972E165	Infinity	Infinity	0	-6.0399621041896605	1929.252231127746	5.602302164485261E165
275000	-265.64167612099914	NaN	-265.64167612099914	NaN	1924.121692370266	1.0	0.4352089815009277	0.23688067105505953	-258.4748296091676	0.0027494215886903917	0.9593513774177186	0.04064862258228105	0.13091677491895076	1.3287395637345372E167	Infinity	Infinity	0	-6.041719893969907	1924.121692370266	1.3319081162094805E167
276000	-282.3119847224401	NaN	-282.3119847224401	NaN	2161.126650024272	1.0	0.4352089815009277	0.23688067105505953	-274.93868510003307	0.0018119373040979773	0.6437584427579339	0.35624155724206574	0.07108761900601572	1.4976287074030812E167	Infinity	Infinity	0	-6.685977471119534	2161.126650024272	1.4701641878326503E167
277000	-270.59310087635384	NaN	-270.59310087635384	NaN	1795.301765509368	1.0	0.4352089815009277	0.23688067105505953	-261.5843711892329	0.0030848347685254224	0.6315707555108871	0.3684292444891126	0.2782568744557654	2.964037513149957E166	Infinity	Infinity	0	-7.150661287331101	1795.301765509368	2.954404290559265E166
278000	-274.32802720741427	NaN	-274.32802720741427	NaN	1870.4336385577612	1.0	0.4352089815009277	0.23688067105505953	-268.99592962179264	0.0020146831859270986	0.4949371706288512	0.5050628293711485	0.003749351895002562	3.6224691717555002E168	Infinity	Infinity	0	-6.1757485980147635	1870.4336385577612	3.646609325851071E168
279000	-283.91274535797214	NaN	-283.91274535797214	NaN	1995.9688044577924	1.0	0.4352089815009277	0.23688067105505953	-277.7086961331981	0.0012187719478999371	0.4949371706288512	0.5050628293711485	0.024989047925202654	2.783585994884189E168	Infinity	Infinity	0	-6.1187724992062895	1995.9688044577924	2.8321427331980844E168
280000	-283.193024209335	NaN	-283.193024209335	NaN	2184.462397953278	1.0	0.4352089815009277	0.23688067105505953	-276.86626901507105	0.0018951451441316196	0.426000290098925	0.5739997099010747	0.008468759666636204	1.8980161997614516E169	Infinity	Infinity	0	-6.782914091883174	2184.462397953278	1.9514855793756832E169
281000	-277.5440871020102	NaN	-277.5440871020102	NaN	1933.7229180839663	1.0	0.4352089815009277	0.23688067105505953	-271.531725195875	0.002112000233605193	0.426000290098925	0.5739997099010747	0.020121049140230843	3.190910410843011E169	Infinity	Infinity	0	-6.039587370823755	1933.7229180839663	3.1719358903977495E169
282000	-278.5651481700898	NaN	-278.5651481700898	NaN	1870.15765982644	1.0	0.4352089815009277	0.23688067105505953	-273.17316716452785	0.0014734064090797757	0.426000290098925	0.5739997099010747	0.0042450869604173476	3.00823257332846E170	Infinity	Infinity	0	-6.177161789022492	1870.15765982644	3.0019122658873613E170
283000	-274.344268932287	NaN	-274.344268932287	NaN	1970.142626832815	1.0	0.4352089815009277	0.23688067105505953	-268.12032192387386	0.0019410400948596958	0.21009399341321908	0.7899060065867807	0.028455349415013053	2.976737663792382E172	Infinity	Infinity	0	-6.069788537926749	1970.142626832815	3.070995830285302E172
284000	-281.7901906580768	NaN	-281.7901906580768	NaN	1938.3063961980206	1.0	0.4352089815009277	0.23688067105505953	-273.7371642164806	0.0017243128530398373	0.013222558751241925	0.9867774412487579	0.3153404625971628	8.041667461625642E173	Infinity	Infinity	0	-6.0402553543284325	1938.3063961980206	8.248282823251395E173
285000	-275.9897236308909	NaN	-275.9897236308909	NaN	2009.7991564382194	1.0	0.4352089815009277	0.23688067105505953	-268.78215709045634	0.001659096534586247	0.013222558751241925	0.9867774412487579	0.11986833743062596	1.389170822125888E175	Infinity	Infinity	0	-6.1519625912682	2009.7991564382194	1.3780492820997624E175
286000	-290.884655443083	NaN	-290.884655443083	NaN	2826.1852945354653	1.0	0.20494498529080368	0.23688067105505953	-284.3449890314953	0.001336741153433902	0.013222558751241925	0.9867774412487579	0.02083964415312523	8.172044961196821E175	Infinity	Infinity	0	-6.548854508038013	2127.0944553525505	8.091445164459147E175
287000	-287.4419690125732	NaN	-287.4419690125732	NaN	2178.8550394174113	1.0	0.20494498529080368	0.23688067105505953	-281.459619435011	0.0012971698728330599	0.013222558751241925	0.9867774412487579	0.004318499894803935	5.2573687918431045E175	Infinity	Infinity	0	-6.759444208320782	2178.8550394174113	5.268989113348361E175
288000	-280.3807691951043	NaN	-280.3807691951043	NaN	1826.8662920337133	1.0	0.20494498529080368	0.23688067105505953	-274.9933347666338	0.0018778478644391678	0.2098929649622635	0.7901070350377363	6.865315785222411E-4	2.4413556982136077E176	Infinity	Infinity	0	-7.02072005316484	1800.582170011626	2.456348736696012E176
289000	-280.28195527456023	NaN	-280.28195527456023	NaN	1997.405972636203	1.0	0.20494498529080368	0.23688067105505953	-274.7227441068777	0.001831462142103526	0.2098929649622635	0.7901070350377363	0.006782411638174808	1.2692899240443332E177	Infinity	Infinity	0	-6.122018173510725	1997.405972636203	1.2510635813512478E177
290000	-274.21831434511824	NaN	-274.21831434511824	NaN	2052.8101258432494	1.0	0.20494498529080368	0.5474804386818019	-266.2442938026529	0.001867953703462644	0.5719787922862263	0.4280212077137735	0.09306781915860758	4.402114868763198E177	Infinity	Infinity	0	-6.278163057156787	2052.8101258432494	4.451581142053555E177
291000	-283.11350010329386	NaN	-283.11350010329386	NaN	1952.918616020756	1.0	0.18863511442755063	0.9235240649008721	-274.8052568217276	0.0017198252579742348	0.9615772253337322	0.038422774666267534	0.09698367452390642	5.048766603201708E178	Infinity	Infinity	0	-6.048826185082069	1952.918616020756	5.017695676919785E178
292000	-282.39052803614544	NaN	-282.39052803614544	NaN	2162.439048898166	1.0	0.18863511442755063	0.9235240649008721	-272.07543475267823	0.0016211113075279642	0.9615772253337322	0.038422774666267534	0.40776662509479833	2.6458134576765095E178	Infinity	Infinity	0	-6.580690678576284	2135.130169244229	2.6801340510933202E178
293000	-271.3481961908571	NaN	-271.3481961908571	NaN	1837.6746401997352	1.0	0.177367920864981	1.2866655544102206	-259.59829288444	0.002458632112753833	0.8378846623491746	0.16211533765082517	0.7694691329764702	3.6080987037402374E178	Infinity	Infinity	0	-6.424684901959999	1837.6746401997352	3.677913119550385E178
294000	-275.022093185548	NaN	-275.022093185548	NaN	1989.4401048418806	1.0	0.2157748097343661	1.6325733886543343	-264.37341681465216	0.0017364312774053126	0.5440381182173015	0.45596188178269825	0.4614388633335714	6.76497886171299E178	Infinity	Infinity	0	-6.104668083740069	1989.4401048418806	6.920780667005229E178
295000	-275.41600524667865	NaN	-275.41600524667865	NaN	1965.224648198919	1.0	0.2157748097343661	1.6325733886543343	-266.6356172949326	0.001848732308799056	0.5440381182173015	0.45596188178269825	0.0775437795485383	4.903743142308873E181	Infinity	Infinity	0	-6.06273033999542	1965.224648198919	4.877228904558323E181
296000	-280.04161756435684	NaN	-280.04161756435684	NaN	1922.2622631770332	1.0	0.2157748097343661	1.6325733886543343	-270.2223180325413	0.0019791647183397074	0.5440381182173015	0.45596188178269825	0.26552490102374887	1.1383354346640244E182	Infinity	Infinity	0	-6.042725204520363	1922.2622631770332	1.1613007993596157E182
297000	-283.4531457744739	NaN	-283.4531457744739	NaN	2581.926283950077	1.0	0.2157748097343661	1.6325733886543343	-274.36007951251395	0.0019911577935886908	0.5440381182173015	0.45596188178269825	0.08267178438746561	1.4662436468529542E183	Infinity	Infinity	0	-6.332499007370138	2068.966877058361	1.5470789499535016E183
298000	-277.8482778778777	NaN	-277.8482778778777	NaN	1920.8752347459867	1.0	0.2157748097343661	1.6325733886543343	-268.3736258837871	0.0025674870606841715	0.527678397150085	0.47232160284991476	0.1912555255803434	3.1744839621930266E183	Infinity	Infinity	0	-6.043607464330169	1920.8752347459867	3.170647292079346E183
299000	-287.49285820407334	NaN	-287.49285820407334	NaN	1919.9522837577351	1.0	0.2157748097343661	1.6325733886543343	-279.5892053437162	0.0015260481106002318	0.8640031854435555	0.1359968145564443	0.016965907370390703	5.706293686419115E183	Infinity	Infinity	0	-6.044258369319791	1919.9522837577351	5.694085354009053E183
300000	-286.2917382813191	NaN	-286.2917382813191	NaN	1927.8128930375788	1.0	0.2157748097343661	1.6325733886543343	-274.6974892394804	0.0012443534950871353	0.8640031854435555	0.1359968145564443	0.7595127374539202	4.019908159981533E184	Infinity	Infinity	0	-6.040308344040319	1927.8128930375788	4.050884548991206E184
301000	-286.4165108271976	NaN	-286.4165108271976	NaN	2203.363459241801	1.0	0.2157748097343661	1.6325733886543343	-277.1021810206153	0.0018364536807737577	0.4361743622623287	0.5638256377376711	0.05068884353051487	7.90718481049159E184	Infinity	Infinity	0	-6.862724482216651	2203.363459241801	7.888000618308435E184
302000	-283.1994912879653	NaN	-283.1994912879653	NaN	2017.7967620351205	1.0	0.4535163263949725	1.6325733886543343	-275.151006353928	0.0012828242793871173	0.6213984875870394	0.37860151241296053	0.017514432767230904	4.650858359611761E184	Infinity	Infinity	0	-6.173004489980817	2017.7967620351205	4.611178295192512E184
303000	-291.0021617507227	NaN	-291.0021617507227	NaN	2320.002453956528	1.0	0.4535163263949725	1.6325733886543343	-280.1709801910043	0.001076317016693671	0.8365718226734222	0.16342817732657772	0.1975531913988344	4.366550010613338E184	Infinity	Infinity	0	-7.368730864527965	2320.002453956528	4.396567071331312E184
304000	-282.57412497372314	NaN	-282.57412497372314	NaN	1868.7154388181734	1.0	0.4535163263949725	1.6325733886543343	-274.22207983589595	0.001973057635989589	0.2617544518703868	0.7382455481296131	0.030639908751119726	6.63436891132965E184	Infinity	Infinity	0	-6.184704176421522	1868.7154388181734	6.647916310735187E184
305000	-281.65001955333366	NaN	-281.65001955333366	NaN	2223.4297114179294	1.0	0.4535163263949725	1.6325733886543343	-272.69576911709555	0.001529032173719595	0.2617544518703868	0.7382455481296131	0.022584615946183325	1.20348951951113E186	Infinity	Infinity	0	-6.948439989384582	2223.4297114179294	1.226251375822889E186
306000	-284.72812344432646	NaN	-284.72812344432646	NaN	1870.7641316077768	1.0	0.3260873479727036	1.6256337480766596	-277.965207525663	0.0013388530349893496	0.2617544518703868	0.7382455481296131	0.0011871829637108775	5.360487120438467E186	Infinity	Infinity	0	-6.174068838922303	1870.7641316077768	5.379486537296122E186
307000	-296.4290836510359	NaN	-296.4290836510359	NaN	2256.1182295096705	1.0	0.3260873479727036	1.6256337480766596	-289.04434974893513	0.001624045538932414	0.6006575683106539	0.399342431689346	6.291890345294158E-4	2.3565049566235998E187	Infinity	Infinity	0	-7.089659002963961	2256.1182295096705	2.3629437459183867E187
308000	-297.79914674748926	NaN	-297.79914674748926	NaN	2063.3251373610724	1.0	0.3260873479727036	2.3622288640651505	-287.29419903942284	9.72608248408319E-4	0.6006575683106539	0.399342431689346	0.2865877857526349	8.955618832228506E186	Infinity	Infinity	0	-6.214134066529646	2032.280459336532	8.925253015104236E186
309000	-290.51625143462905	NaN	-290.51625143462905	NaN	1974.9671832595375	1.0	0.3260873479727036	2.3622288640651505	-283.5591914287663	0.0014894403306086835	0.6006575683106539	0.399342431689346	8.813530557353009E-4	8.564780306177852E186	Infinity	Infinity	0	-6.077475809731985	1974.9671832595375	8.525770789571441E186
310000	-292.24037007802116	NaN	-292.24037007802116	NaN	2167.5417766053033	1.0	0.3260873479727036	2.3622288640651505	-282.74825786442057	0.0015070869236131236	0.7605626075098534	0.23943739249014653	0.04300098128683511	4.2883003021463974E187	Infinity	Infinity	0	-6.712424165435561	2167.5417766053033	4.240076790659088E187
311000	-290.9289730619221	NaN	-290.9289730619221	NaN	1806.4135718869857	1.0	0.6490631244049042	2.3622288640651505	-280.0351691546741	0.001207959848322189	0.7605626075098534	0.23943739249014653	0.2211761745268418	1.2678888988634818E187	Infinity	Infinity	0	-6.893552579526656	1806.4135718869857	1.3252258540561955E187
312000	-282.4516833078621	NaN	-282.4516833078621	NaN	2049.568615118889	1.0	0.6490631244049042	2.3622288640651505	-272.13350717082915	0.0017260391496025723	0.8189260122479921	0.18107398775200784	0.2319850302237993	3.802117730665384E188	Infinity	Infinity	0	-6.267654767282027	2049.568615118889	3.8419217323956434E188
313000	-302.26200539796724	NaN	-302.26200539796724	NaN	3757.4874796374834	1.0	0.6490631244049042	2.3622288640651505	-292.49768771650105	0.0010917897768419576	0.18722418939446206	0.8127758106055379	0.15538671973787901	1.3824279529801064E189	Infinity	Infinity	0	-6.09887595685591	1986.6012963415262	1.4053449763866413E189
314000	-287.5269391668389	NaN	-287.5269391668389	NaN	2213.4258131201227	1.0	0.6490631244049042	2.3622288640651505	-278.63388044428524	0.0013357144609924254	0.044052824299189774	0.9559471757008102	0.04578931961759717	1.1981603762722783E190	Infinity	Infinity	0	-6.077143468294895	1897.7499233332398	1.2541408398842112E190
315000	-276.2051491801535	NaN	-276.2051491801535	NaN	1837.9124479865275	1.0	0.6490631244049042	2.3622288640651505	-265.33556957888226	0.0026345955625411777	0.044052824299189774	0.9559471757008102	0.3245317726599499	2.8430543294391795E190	Infinity	Infinity	0	-6.422164674531801	1837.9124479865275	2.874540910109274E190
316000	-267.19551776838244	NaN	-267.19551776838244	NaN	1841.2653634359935	1.0	0.6490631244049042	2.3622288640651505	-257.899462386447	0.0030799167246386336	0.6090523488310957	0.39094765116890423	0.05353134650773966	2.0735640113078562E191	Infinity	Infinity	0	-6.387945644002716	1841.2653634359935	2.007033025453992E191
317000	-267.9638083049513	NaN	-267.9638083049513	NaN	1923.4155693147773	1.0	0.1839610112542624	2.8743741194776056	-258.9288740911891	0.002470429499291358	0.6090523488310957	0.39094765116890423	0.041196351894855564	2.5674994162872668E190	Infinity	Infinity	0	-6.042077994387347	1923.4155693147773	2.434909487620632E190
318000	-283.3427644556895	NaN	-283.3427644556895	NaN	1862.3112094846117	1.0	0.1839610112542624	1.1758553509756144	-275.1552683467924	0.0015149063753127684	0.13775079659933187	0.8622492034006681	0.040627382294093635	1.0489993547104251E192	Infinity	Infinity	0	-6.221531740951322	1862.3112094846117	1.0777605454363199E192
319000	-290.76710965016287	NaN	-290.76710965016287	NaN	2185.038884735686	1.0	0.1839610112542624	1.1758553509756144	-280.5603470799568	0.001445515455739033	0.13775079659933187	0.8622492034006681	0.2660491553839658	6.030455998677899E190	Infinity	Infinity	0	-6.785332782830716	2185.038884735686	5.9656231460281304E190
320000	-285.37180097572985	NaN	-285.37180097572985	NaN	1893.755216476818	1.0	0.1839610112542624	1.9215020692538618	-277.71798035467606	0.001588740647313357	0.13775079659933187	0.8622492034006681	0.006402689697130313	7.948939417833568E191	Infinity	Infinity	0	-6.087044860299932	1893.755216476818	7.906621923850994E191
321000	-286.22352630128944	NaN	-286.22352630128944	NaN	2171.8372442518294	1.0	0.1839610112542624	1.9215020692538618	-276.2445480102569	0.0014393219109079137	0.13775079659933187	0.8622492034006681	0.12552628685006337	1.741201607947326E191	Infinity	Infinity	0	-6.730222046605729	2171.8372442518294	1.7174013076474914E191
322000	-290.8291071488346	NaN	-290.8291071488346	NaN	2422.978352716109	1.0	0.1839610112542624	1.9215020692538618	-280.30204342351846	0.0016820931333452517	0.13775079659933187	0.8622492034006681	0.05720099508400895	2.2473257122679274E191	Infinity	Infinity	0	-7.819064907007219	2422.978352716109	2.294119280277727E191
323000	-274.9335137641773	NaN	-274.9335137641773	NaN	2154.7205301295435	1.0	0.1839610112542624	1.9215020692538618	-264.982624148918	0.0022335531981337673	0.13775079659933187	0.8622492034006681	0.13237558194495333	1.0006748575721576E192	Infinity	Infinity	0	-6.659738449804874	2154.7205301295435	1.0190306680967972E192
324000	-279.40416552049163	NaN	-279.40416552049163	NaN	2047.7632833838034	1.0	0.1839610112542624	6.19088443753016	-266.19310890617413	0.0025396835924681605	0.13775079659933187	0.8622492034006681	0.659510582317649	1.2711737507614888E192	Infinity	Infinity	0	-6.261863551191549	2047.7632833838034	1.25917237116704E192
325000	-273.1619155723327	NaN	-273.1619155723327	NaN	2328.565254108642	1.0	0.16531714743046297	6.19088443753016	-258.43649526462553	0.0021433772224617393	0.13775079659933187	0.8622492034006681	0.7729032382816038	3.652730468964026E192	Infinity	Infinity	0	-7.406264952617147	2328.565254108642	3.6388239539284347E192
326000	-262.63575833981815	NaN	-262.63575833981815	NaN	1852.1872409521256	1.0	0.16531714743046297	6.19088443753016	-252.99300359111177	0.002716609223292812	0.3946579681321711	0.6053420318678289	0.010652857879706674	7.113418864800816E192	Infinity	Infinity	0	-6.292045270479555	1852.1872409521256	7.198305007009344E192
327000	-264.34591127480627	NaN	-264.34591127480627	NaN	2075.449116063985	1.0	0.16531714743046297	6.19088443753016	-254.32425479837596	0.0036098293643897724	0.47857004305811757	0.5214299569418824	0.0200517906364529	2.8613359406246915E194	Infinity	Infinity	0	-6.355137505366419	2075.449116063985	2.8227442949462947E194
328000	-261.1906225878899	NaN	-261.1906225878899	NaN	1869.7690132242615	1.0	0.16531714743046297	6.19088443753016	-249.56308849503193	0.0032059083632550137	0.6768018125233355	0.32319818747666446	0.2540663075225804	1.6236454143108453E195	Infinity	Infinity	0	-6.179168213509187	1869.7690132242615	1.5500929425486392E195
329000	-265.7342868400324	NaN	-265.7342868400324	NaN	1896.4313340733868	1.0	0.8654506454059909	4.729843753453757	-256.5200414383596	0.0024953394698706594	0.8256653421160286	0.17433465788397134	0.015492479291677992	8.690070184017727E195	Infinity	Infinity	0	-6.080262008825324	1896.4313340733868	8.735465810417505E195
330000	-276.2417591101447	NaN	-276.2417591101447	NaN	1861.2361412266462	1.0	0.8654506454059909	4.729843753453757	-265.57527533584187	0.002134396509375056	0.7941951460682656	0.20580485393173437	0.13410066165735837	2.458866865053448E198	Infinity	Infinity	0	-6.22827458940792	1861.2361412266462	2.414684882975392E198
331000	-302.67472250747375	NaN	-302.67472250747375	NaN	2707.304723678025	1.0	0.8654506454059909	4.729843753453757	-290.42970910988583	0.0015782888194548679	0.7941951460682656	0.20580485393173437	0.01875049072819012	1.783124453806934E200	Infinity	Infinity	0	-9.014624596112055	2707.304723678025	1.7770977799080827E200
332000	-288.1432764307531	NaN	-288.1432764307531	NaN	1939.9386584315944	1.0	0.8654506454059909	4.729843753453757	-276.93747768993853	0.0013352885564820796	0.7941951460682656	0.20580485393173437	0.2813781464020563	5.453844284619242E200	Infinity	Infinity	0	-6.040738976429147	1939.9386584315944	5.371644749179702E200
333000	-292.49517661960425	NaN	-292.49517661960425	NaN	2428.350684516082	1.0	0.8654506454059909	4.729843753453757	-281.0555252976533	0.0013293287285135826	0.7941951460682656	0.20580485393173437	0.03740849168221709	3.207197455731601E202	Infinity	Infinity	0	-7.842418735285806	2428.350684516082	3.2205103371325105E202
334000	-287.3828100097633	NaN	-287.3828100097633	NaN	2076.507948003154	1.0	0.8654506454059909	4.729843753453757	-274.876419457575	0.001801241693564721	0.9116100225679945	0.08838997743200547	0.5414798183620317	2.0013955544726945E203	Infinity	Infinity	0	-6.358877320118968	2076.507948003154	2.0127988345270367E203
335000	-289.7436620020957	NaN	-289.7436620020957	NaN	2161.334359042504	1.0	0.8654506454059909	7.398172878293654	-278.968686024674	0.0013421475066366882	0.9116100225679945	0.08838997743200547	0.025826960645965954	1.1373282444471416E203	Infinity	Infinity	0	-6.686831151071936	2161.334359042504	1.1209399813580603E203
336000	-296.53671802741036	NaN	-296.53671802741036	NaN	2342.7486407972697	1.0	0.8654506454059909	7.398172878293654	-283.92838871678885	0.0010945202063872392	0.9116100225679945	0.08838997743200547	0.13573742946434048	2.482876611168584E203	Infinity	Infinity	0	-7.468442108665911	2342.7486407972697	2.4688047265419822E203
337000	-284.10403630398446	NaN	-284.10403630398446	NaN	1885.811620701097	1.0	0.7283401764740198	7.398172878293654	-273.1766904499164	0.0017980148162864977	0.4100664357902357	0.5899335642097643	0.08812911080968985	1.1183236871773584E205	Infinity	Infinity	0	-6.1109761056081275	1885.811620701097	1.1187821427567422E205
338000	-282.1995438271336	NaN	-282.1995438271336	NaN	1853.530540716932	1.0	0.7283401764740198	7.398172878293654	-270.53527493035256	0.002110836782523858	0.43620146230460105	0.5637985376953989	0.17938137082174646	1.6794407605488436E205	Infinity	Infinity	0	-6.281744901797555	1853.530540716932	1.6887500004821276E205
339000	-298.76934423234246	NaN	-298.76934423234246	NaN	2352.9126853437383	1.0	0.7283401764740198	9.268124426923734	-284.27873457730516	0.001332544136226479	0.4922883680369278	0.5077116319630721	0.46710474821886183	1.7008489531320229E205	Infinity	Infinity	0	-7.512989195858468	2352.9126853437383	1.7192945971572515E205
340000	-300.84032072890045	NaN	-300.84032072890045	NaN	2284.2681143323043	1.0	0.7283401764740198	9.268124426923734	-285.8303847376111	0.00117560657699542	0.019751428983017683	0.9802485710169823	0.7073107040129859	2.660558035911221E206	Infinity	Infinity	0	-7.212311917289354	2284.2681143323043	2.708031711872665E206
341000	-296.73500322456124	NaN	-296.73500322456124	NaN	1964.4255114835626	1.0	0.7283401764740198	7.755827231911021	-284.5270294912216	0.0013254237290941102	0.019751428983017683	0.9802485710169823	0.3320277313178546	5.917914175496721E207	Infinity	Infinity	0	-6.061660734642924	1964.4255114835626	6.049227786942341E207
342000	-292.0383771408864	NaN	-292.0383771408864	NaN	2191.001639445326	1.0	0.7283401764740198	7.755827231911021	-278.63006853749414	0.0013744647902109342	0.019751428983017683	0.9802485710169823	0.4507420580676077	8.177884357252939E208	Infinity	Infinity	0	-6.810410165720587	2191.001639445326	8.1653373741798235E208
343000	-292.4435635479311	NaN	-292.4435635479311	NaN	2035.2063125059906	1.0	0.7283401764740198	7.755827231911021	-280.04405897279	0.0012266957197087465	0.18839249653804907	0.8116075034619509	0.3396270809886925	3.005747162248651E210	Infinity	Infinity	0	-6.222874067217891	2035.2063125059906	2.9833260736372757E210
344000	-309.1452875287654	NaN	-309.1452875287654	NaN	2495.051832122373	1.0	0.7283401764740198	7.755827231911021	-293.8229483402216	0.0015639609709815325	0.18839249653804907	0.8116075034619509	0.6212080772363694	2.6867224432133116E210	Infinity	Infinity	0	-8.13039487852381	2495.051832122373	2.651283536351811E210
345000	-284.0968980399189	NaN	-284.0968980399189	NaN	1975.7348857617524	1.0	0.7283401764740198	7.755827231911021	-272.69607288199455	0.0019491423634176131	0.3722823276676618	0.6277176723323381	0.15321987558745429	8.68611588993785E209	Infinity	Infinity	0	-6.0787659298607135	1975.7348857617524	8.553050013246759E209
346000	-287.3483083429914	NaN	-287.3483083429914	NaN	2046.2932310636422	1.0	0.7283401764740198	12.431599394004623	-275.18393263600484	0.0021431598634685575	0.11041267336901125	0.8895873266309886	0.10071619706034951	2.628462016312457E210	Infinity	Infinity	0	-6.257180994293396	2046.2932310636422	2.5652774442086953E210
347000	-303.45809042794747	NaN	-303.45809042794747	NaN	2322.8758453751025	1.0	0.7283401764740198	12.431599394004623	-290.43169469656476	0.0010174396510892283	0.11041267336901125	0.8895873266309886	0.0684684480582437	7.372407141800592E209	Infinity	Infinity	0	-7.381325146149122	2322.8758453751025	7.412178467657248E209
348000	-296.3491452966511	NaN	-296.3491452966511	NaN	1878.7279706138354	1.0	0.7283401764740198	12.431599394004623	-284.95521451671345	0.0015153000291916092	0.27705317946474317	0.7229468205352567	0.035502749630207296	2.337343919380378E212	Infinity	Infinity	0	-6.1375540609854635	1878.7279706138354	2.3249728292615532E212
349000	-290.8207059071703	NaN	-290.8207059071703	NaN	2056.0192560441083	1.0	0.7283401764740198	12.431599394004623	-278.64427818897326	0.0013291030989334653	0.6145013849454629	0.385498615054537	0.09803152462509505	4.074067464823656E213	Infinity	Infinity	0	-6.288701652439647	2056.0192560441083	4.0312406917110865E213
