EvenD 0	0	0	0	?	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	?	0	0	0	?	1	?	?	1	1	?	1	0	?	?	0	0	0	?	?	0	?	?	0	0	0	1	?	?	?	?	?	0	?	0	1	0	0	?	?	1	?	0	0	0	0	0	0	0	0	0	0	0	1	1	0	?	1	0	0	0	0	1	0	1	0	0	0	?	?	?	?	?	0	1	0	0	1	0	?	?	0	0	?	1	?	?	?	0	0	?	1	?	?	1	0	0	0	0	0	0	0	0	0	0	0	?	?	?	?	?	?	?	?	1	0	0	0	0	?	?	?	1	0	0	0	?	?	0	0	0	1	0	0	0	1	1	?	?	1	0	?	1	0	1	1	1	0	1	0	1	1	0	1	0	0	?	?	0	?	0	0	1	0	1	0	1	1	1	0	0	1	0	0
EvenB 0	0	0	0	1	?	1	0	0	0	0	0	0	1	0	0	0	1	?	?	?	?	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	?	0	0	0	?	?	0	1	?	0	0	1	1	0	?	0	1	0	?	0	0	1	0	0	?	?	1	1	0	?	?	?	0	0	0	0	0	0	0	?	0	0	1	0	0	0	0	0	?	?	?	?	?	?	1	0	0	1	0	0	1	0	0	1	0	0	1	0	?	0	1	0	0	1	0	0	1	1	?	0	1	0	0	0	0	0	0	0	0	0	0	0	0	?	?	1	?	?	0	0	1	0	0	0	0	?	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	?	0	0	1	0	1	0	1	1	1	0	?	?	0	0
Evenki 0	0	0	0	?	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	0	?	?	0	?	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	?	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1
Nanai 0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	?	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0
Negidal 0	0	0	0	1	0	1	0	0	0	0	0	0	?	0	0	0	1	1	?	?	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	?	?	?	1	0	?	?	1	0	1	?	?	0	?	?	0	0	0	1	1	?	0	1	0	1	?	?	1	0	0	1	0	0	1	?	?	?	?	0	0	0	0	0	0	0	0	?	0	1	1	0	0	0	0	?	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	?	0	0	1	1	?	1	1	0	0	0	0	0	0	0	0	0	0	0	0	?	?	?	?	?	?	?	1	0	0	0	0	?	0	0	1	0	0	0	?	?	0	0	0	1	0	0	0	?	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	?	?	0	0
Ulch 0	0	0	0	0	?	0	0	0	0	0	0	0	0	0	0	0	1	?	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	?	?	1	1	?	0	0	?	0	0	0	1	?	1	0	1	0	1	?	?	1	0	0	?	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	?	?	?	?	?	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	?	?	0	0	?	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	?	?	0	1	?	?	?	1	0	0	0	0	?	0	?	1	0	0	1	?	?	0	0	0	1	0	0	0	?	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	?	1	0	1	?	0	1	0	0	1	0	?	?	1	1	1	0	?	?	?	?
Oroch 0	0	1	0	?	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	?	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	?	1	0	0	?	?	0	?	?	0	0	0	1	?	?	?	1	1	1	?	1	1	0	0	1	?	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	?	?	?	?	1	?	?	?	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	?	?	0	0	1	1	?	0	1	0	0	0	0	0	0	0	0	0	0	0	?	0	?	?	1	?	?	?	1	0	0	0	0	?	?	?	1	0	0	0	?	?	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	?	1	0	1	0	0	1	0	1	0	1	1	1	0	?	?	1	0
Orok 0	0	0	0	?	1	0	0	0	0	0	0	0	0	?	0	0	0	?	?	?	?	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	?	1	0	1	0	0	0	0	0	0	0	0	0	0	0	?	0	0	1	1	?	?	0	1	?	?	?	?	?	?	0	1	0	0	0	0	1	1	1	?	0	?	0	0	?	1	0	0	1	?	1	1	0	?	?	?	0	0	0	0	0	0	0	0	0	0	?	?	0	0	0	0	?	0	1	1	1	?	0	0	0	1	0	0	0	0	1	0	0	0	0	0	?	0	1	0	?	?	0	0	1	1	0	?	1	0	0	0	0	0	0	0	0	0	?	?	1	0	1	0	1	?	0	0	1	0	0	0	?	?	?	?	1	0	0	0	0	0	0	0	1	1	?	?	?	?	1	?	?	1	0	0	1	?	1	1	1	?	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	?	?	?	?
Solon 0	0	0	0	1	?	1	0	0	0	0	0	0	0	?	0	0	1	1	?	?	?	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	?	1	?	1	0	1	?	1	1	1	?	1	0	?	0	0	0	0	1	1	1	0	0	?	0	0	?	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	?	0	?	?	0	0	0	0	?	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	?	0	1	?	?	?	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	?	?	?	?	1	0	0	0	0	0	0	0	1	1	0	0	0	?	?	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	?	?	?	?
Udehe 1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	?	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	?	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1
Baoan 0	0	0	0	0	?	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	?	?	0	0	0	0	0	?	1	0	1	0	1	?	1	1	0	?	?	0	0	0	0	0	0	1	1	?	1	0	0	1	0	?	0	0	0	0	0	?	1	0	1	0	1	0	1	0	0	0	0	0	0	?	0	?	?	0	0	0	0	?	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	?	0	0	1	0	?	0	0	0	1	0	?	1	?	0	0	0	0	0	0	0	0	0	0	1	?	1	0	1	0	?	?	1	0	0	0	?	?	0	0	1	0	1	0	?	?	0	0	1	?	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	?	1	0	1	1	1	0	?	?	1	0	0	1	0	0
Buriat 0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	?	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	?	0	0	?	1	0	0	0	0	1	0	1	0	1	?	1	1	0	0	?	0	0	?	0	0	0	1	?	1	?	1	0	1	?	?	1	0	0	?	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	?	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	?	0	0	?	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	?	?	1	0	0	0	0	?	0	0	1	?	1	1	?	?	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	?	1	1	1	0	1	1	0	1	?	1	0	1	1	1	0	0	1	?	?
Kalmyk 0	0	0	0	?	?	0	0	0	0	0	0	0	1	0	0	0	1	?	1	?	1	0	0	0	0	0	0	?	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	?	?	?	1	1	1	0	?	?	1	1	1	?	?	0	?	?	0	0	0	1	?	1	0	1	0	1	0	?	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	?	0	0	0	0	?	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	?	?	0	0	?	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	?	0	0	1	0	0	0	?	?	?	?	1	0	1	1	?	?	0	0	0	1	0	0	0	?	1	1	0	0	?	0	1	1	1	?	1	1	?	1	1	1	?	0	?	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	?	?	?	?
Khalkha 0	0	0	0	?	1	0	0	?	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	?	0	0	0	1	1	1	0	1	?	1	1	0	0	?	0	0	0	0	0	0	1	?	1	1	0	0	1	0	?	1	0	0	1	0	1	1	0	?	?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	?	1	0	?	0	0	1	1	?	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	?	0	0	1	?	1	0	0	0	0	0	1	1	0	0	0	1	1	?	?	0	0	0	1	?	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	?	?	0	0
Mangghuer 0	0	0	1	0	?	0	0	0	0	0	0	0	0	0	0	0	1	1	?	?	?	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	?	1	?	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	?	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	?	0	?	?	0	0	0	0	?	0	1	1	0	0	0	0	0	0	0	0	1	0	0	?	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	?	1	0	1	0	0	0	1	0	0	0	0	?	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	?	1	1	1	0	0	0	1	0	0	0	1	1	?	0	0	?	1	?	1	1	1	0	1	0	1	0	?	?	?	?
Chuvash 0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	?	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	?	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	?	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1
Yakut 0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	?	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	?	0	1	0	0	0	0	0	1	0	0	1	0	?	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	?	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	?	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1
Khalaj 0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	?	0	0	1	?	?	0	1	?	0	0	1	1	0	?	1	1	0	0	0	0	1	0	0	?	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	?	?	0	0	0	0	?	0	0	0	1	0	?	?	?	?	?	?	1	0	0	1	0	?	?	0	0	?	0	0	0	?	0	0	?	0	?	1	1	0	0	0	0	0	0	0	0	0	0	0	0	?	?	1	1	0	0	0	1	0	0	0	0	?	0	0	1	0	1	0	1	0	0	0	1	1	?	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	?	?	0	1	1	0	1	0	1	0	1	1	1	0	?	?	?	?
Shor 0	0	0	0	?	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	?	1	1	?	0	0	0	1	1	?	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	?	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	?	0	0	?	0	1	0	0	?	?	?	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	?	?	0	0	0	1	0	0	0	0	?	?	?	1	0	1	0	?	?	0	0	1	1	0	0	0	1	1	1	0	0	?	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	?	1	0	1	0	1	0	1	1	1	0	?	?	?	?
Tuvan 0	0	0	0	?	?	0	0	0	0	0	0	0	0	0	0	0	1	?	1	1	1	0	0	0	0	0	0	0	?	?	1	1	1	1	?	?	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	?	1	0	0	0	?	1	1	1	0	?	?	0	0	0	?	?	0	?	?	0	0	0	1	?	?	?	1	0	?	?	?	1	0	0	1	0	1	1	0	1	?	?	0	0	0	0	0	0	0	0	?	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	?	0	0	0	?	?	0	0	1	?	?	0	1	1	0	0	0	0	0	0	0	0	?	?	1	1	?	?	?	?	?	?	1	0	0	0	0	?	0	0	1	0	1	0	?	?	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	?	1	1	1	0	1	1	1	1	0	0	1	1	?	0	1	?	1	0	1	0	1	0	1	1	1	?	?	?	0	1
