Hateruma 0	0	0	0	?	?	0	0	0	0	0	0	0	0	0	0	0	0	?	?	?	?	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	?	1	1	?	?	0	1	?	1	1	0	1	1	0	1	0	0	0	0	1	1	?	1	1	0	1	1	?	1	0	0	1	0	1	1	0	?	?	?	0	0	0	0	0	0	0	0	0	0	1	?	0	0	0	0	?	1	1	0	0	0	0	0	0	1	0	?	1	?	1	?	?	0	0	0	?	0	0	0	0	?	0	0	1	1	?	0	1	?	0	0	0	0	0	0	0	0	0	1	?	?	?	0	1	?	?	?	?	?	?	?	0	?	0	?	0	0	1	0	?	?	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	?	1	0	0	0	0	1	0	?	1	1	1	0	1	1	0	?	0	0	1	1	1	0	1	0	1	0	1	?	0	0
Ikema 0	0	0	0	?	?	?	?	?	?	?	?	0	?	0	0	0	1	?	?	?	?	0	0	0	0	?	0	0	0	0	1	?	1	?	0	1	0	1	0	1	1	?	?	0	0	0	0	0	0	0	0	0	0	0	0	?	1	?	0	?	1	?	?	?	0	1	?	0	1	0	?	1	0	1	0	0	0	0	1	?	?	0	1	0	1	0	?	1	0	0	1	0	1	1	0	0	0	0	0	0	?	0	0	0	0	?	?	?	1	0	0	?	?	0	?	1	?	?	?	?	0	0	0	1	0	?	?	?	?	?	?	0	0	0	?	0	0	0	?	?	0	0	1	?	?	0	1	?	0	0	0	0	0	0	0	0	?	?	?	?	?	0	1	?	?	?	?	?	?	?	0	?	?	?	1	0	0	?	?	?	0	0	1	0	1	0	0	1	?	0	0	0	?	1	1	0	1	?	?	?	0	1	0	1	?	?	0	0	1	1	0	?	0	0	?	1	1	0	1	0	1	0	?	?	0	0
Japanese 0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0
Ogami 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	?	0	0	1	1	1	0	0	?	0	1	0	0	0	0	1	1	1	0	1	0	1	0	?	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	?	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	?	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	?	1	0	0	0	0	0	0	1	1	0	0	0	?	1	0	?	0	?	1	1	1	0	1	0	1	0	1	0	0	0
Okinoerabu 0	0	0	0	?	?	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	?	?	?	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	?	0	1	0	?	1	0	1	0	0	0	0	1	1	?	?	1	0	1	0	?	1	0	0	1	0	?	1	0	?	?	?	0	0	0	0	0	0	?	0	?	0	?	0	0	0	0	0	?	?	?	?	?	?	0	0	0	1	0	?	?	?	1	0	0	0	0	0	?	0	0	0	?	?	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	?	0	0	1	0	0	0	0	?	?	?	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	?	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	?	?	0	0
Shuri 0	0	0	0	0	?	0	0	0	1	0	0	0	0	0	0	0	0	?	?	?	?	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	?	1	1	?	?	0	1	?	0	1	0	1	?	0	1	0	0	0	0	1	1	?	?	1	0	?	0	0	1	0	0	1	0	1	1	0	?	?	?	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	?	?	?	?	?	?	0	0	0	1	0	?	?	?	?	?	?	0	0	0	?	0	0	0	0	?	0	0	1	?	?	0	1	0	0	0	0	0	0	0	0	0	0	0	0	?	?	0	1	?	0	0	?	?	?	?	0	?	0	1	1	0	0	1	?	?	0	0	1	0	0	0	0	?	1	0	0	0	1	0	1	?	1	0	0	0	0	0	0	1	1	?	0	0	1	1	0	?	0	0	?	?	1	0	1	0	1	0	?	?	0	0
Tarama 0	0	0	0	0	?	0	0	0	?	?	?	0	0	0	0	0	1	?	?	?	?	0	0	0	0	1	0	?	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	?	1	0	0	?	1	?	?	?	0	1	?	0	1	0	?	?	0	?	?	0	0	0	1	?	?	?	1	0	1	1	?	1	0	0	?	0	?	1	0	0	0	1	0	0	0	0	0	0	0	0	?	0	1	0	0	0	0	0	?	1	?	?	?	?	0	0	0	1	0	?	?	?	?	?	?	0	0	0	?	0	1	0	?	?	0	0	?	?	?	0	1	0	0	0	0	0	0	0	0	0	0	0	?	?	1	0	1	?	0	0	?	?	?	?	0	?	?	?	1	0	0	0	?	?	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	?	?	0	0	1	?	0	?	0	0	1	0	1	0	1	0	1	0	?	?	0	0
Yonaguni 0	0	0	0	?	?	0	0	0	1	0	0	0	0	?	0	0	1	1	?	?	?	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	?	1	?	0	0	0	1	?	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	?	1	0	?	?	?	0	0	0	0	0	0	0	0	?	0	1	1	0	0	0	0	?	0	1	0	0	0	0	0	0	1	0	0	0	0	1	?	?	0	0	0	?	0	1	0	?	?	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	?	?	1	0	1	?	?	?	?	0	?	0	0	1	?	?	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	?	?	0	1	?	0	0	0	1	1	0	0	0	0	?	0	0	1	0	0	0	0	1	?	?	1	0	1	0	1	0	?	?	0	0
Yuwan 0	0	0	0	?	?	0	0	1	1	0	0	0	1	0	0	0	0	1	?	1	?	0	0	0	0	1	0	0	1	?	1	1	1	?	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	?	?	?	?	?	0	1	?	0	1	0	1	1	0	1	0	0	0	0	1	1	1	?	1	0	1	0	1	1	?	0	1	0	1	1	0	?	?	1	0	0	?	0	0	0	0	0	0	0	1	0	0	0	0	0	?	0	1	0	1	0	0	0	0	1	0	?	?	?	1	?	?	0	0	0	?	0	0	0	?	?	0	0	1	1	?	0	1	1	0	0	0	0	0	0	0	0	0	0	?	1	1	0	1	0	0	0	1	0	0	0	0	?	?	?	1	0	0	1	0	1	0	0	1	0	?	0	0	1	0	0	0	0	1	0	1	?	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	?	0	0	0	1	1	0	1	0	1	0	?	?	0	0
Korean 0	0	0	0	?	0	0	0	0	1	0	0	0	?	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	?	?	1	1	1	1	0	1	1	0	1	0	1	1	0	1	?	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	?	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	?	?	?	1	?	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	?	0	1	0	1	1	0	1	0	1	0	0	1	0	0
