#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <taxonset id="TaxonSet.transeurasian_stable" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:transeurasian_stable" name="distribution">
#            <parameter id="bcov_alpha.s:transeurasian_stable" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="bcov_s_prior.s:transeurasian_stable" name="distribution">
#            <parameter id="bcov_s.s:transeurasian_stable" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:clock" name="distribution">
#            <parameter id="ucldMean.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:clock" name="distribution">
#            <parameter id="ucldStdev.c:clock" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="Yayoi.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Yayoi" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Yuwan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Yonaguni" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tarama" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Shuri" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Okinoerabu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ogami" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Japanese" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ikema" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hateruma" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr" offset="1700.0">
#                <parameter estimate="false" id="RealParameter.6" name="M">400.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="S" upper="5.0">0.6</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.transeurasian_stable" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@transeurasian_stable" excludeto="1" filter="-" id="orgdata.transeurasian_stable" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:transeurasian_stable" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:transeurasian_stable" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:transeurasian_stable" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:transeurasian_stable" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:transeurasian_stable" id="covarion" spec="beast.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:transeurasian_stable">
#                    <parameter dimension="2" id="frequencies.s:transeurasian_stable" lower="0.0" name="vfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:transeurasian_stable" lower="0.0" name="hfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@transeurasian_stable" estimate="false" id="dummyfrequencies.s:transeurasian_stable" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:clock" id="RelaxedClock.c:clock" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:tree">
#                <LogNormal S="@ucldStdev.c:clock" id="LogNormalDistributionModel.c:clock" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.3" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="74" id="rateCategories.c:clock" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.transeurasian_stable	TreeHeight.t:tree	mutationRate.s:transeurasian_stable	bcov_alpha.s:transeurasian_stable	bcov_s.s:transeurasian_stable	YuleModel.t:tree	birthRate.t:tree	frequencies.s:transeurasian_stable1	frequencies.s:transeurasian_stable2	ucldStdev.c:clock	rate.c:clock.mean	rate.c:clock.variance	rate.c:clock.coefficientOfVariation	monophyletic(Yayoi)	logP(mrca(Yayoi))	mrca.age(Yayoi)	ucldMean.c:clock
3272000	-1435.4938209240831	-1124.530275112218	-310.96354581186506	-1124.530275112218	5056.175728548105	1.0	0.07069634303289515	0.22337787379978283	-299.05752394401304	7.13226093352035E-4	0.5962228104440302	0.40377718955596814	1.3679936453339347	1.6003712420667584E-4	1.3889679492832696E-7	1.378645573251417	0	-6.518387132045149	2119.3109257673264	4.0452697961821483E-4
3273000	-1429.2270496353647	-1111.9499774474673	-317.27707218789743	-1111.9499774474673	5138.654429174945	1.0	0.07069634303289515	0.22337787379978283	-305.33305677161405	7.809900708245407E-4	0.5962228104440302	0.40377718955596814	1.513956290788023	1.4205997733627074E-4	7.803261937860899E-8	1.4401262092985287	0	-6.1275035983657435	1999.7872381778639	3.085719403557315E-4
3274000	-1423.8519444421568	-1113.6947206485868	-310.15722379356987	-1113.6947206485868	4080.77101089564	1.0	0.07069634303289515	0.22337787379978283	-298.1907736076739	0.0010248609322969042	0.5962228104440302	0.40377718955596814	1.3809108800999277	1.3439299547246325E-4	4.575693594534768E-8	1.1893261318242896	0	-6.540664929647777	1827.8442105594318	2.4830727849658817E-4
3275000	-1428.3393894046044	-1111.706254110628	-316.6331352939766	-1111.706254110628	5183.122727233396	1.0	0.07069634303289515	0.22337787379978283	-305.80564742366226	8.907671154806871E-4	0.5962228104440302	0.40377718955596814	1.1626960651980116	1.3260171178902972E-4	3.1267358632721726E-8	1.0184152910238808	0	-6.052284809959411	1956.4968776042847	1.9821013210868902E-4
3276000	-1428.3055291433213	-1111.1866918759904	-317.1188372673309	-1111.1866918759904	5510.543543172542	1.0	0.07069634303289515	0.10444349368550013	-305.31947575832726	7.876933648710177E-4	0.5962228104440302	0.40377718955596814	1.3298739552040912	1.5392936566201745E-4	5.009014616110753E-8	1.1224384274234709	0	-7.25865518495491	1791.3400090928408	2.613876235803429E-4
3277000	-1433.7142180918754	-1115.1798471612967	-318.5343709305788	-1115.1798471612967	4710.634321985815	1.0	0.07069634303289515	0.10444349368550013	-307.5848365895671	7.391923874618496E-4	0.5962228104440302	0.40377718955596814	1.4550195386111373	1.4764796571178435E-4	5.259221011322978E-8	1.276433420753252	0	-6.039729845881009	1935.5537897406584	2.589210523244063E-4
3278000	-1448.5520878222335	-1118.956664654822	-329.59542316741164	-1118.956664654822	6009.39104364001	1.0	0.07069634303289515	0.16587820972977843	-318.29466165225966	3.901695435082534E-4	0.5962228104440302	0.40377718955596814	1.4225908291171958	1.1495282341665522E-4	2.6025421961342027E-8	1.1414112304295134	0	-6.040627649771599	1939.5980029011855	2.3336474247784392E-4
3279000	-1459.6382968099183	-1126.0311496772867	-333.60714713263155	-1126.0311496772867	7685.356572528276	1.0	0.03902320308463449	0.15457111042193614	-321.44222401092304	4.683804654623723E-4	0.5962228104440302	0.40377718955596814	1.5483539029061555	8.412663235531938E-5	1.5403439983854576E-8	1.3663624456740093	0	-6.604678968966898	2141.1260182123056	1.819857318127031E-4
3280000	-1455.7214458213048	-1122.9571422206336	-332.76430360067116	-1122.9571422206336	6393.590057461386	1.0	0.03902320308463449	0.15457111042193614	-320.7838545238577	7.522444065578539E-4	0.5962228104440302	0.40377718955596814	1.4442837510558038	1.1999645975011711E-4	3.425404083141591E-8	1.4690928758396848	0	-6.724745312978795	2170.5172314897295	2.1221159283159373E-4
3281000	-1447.93386559776	-1122.409488344354	-325.52437725340593	-1122.409488344354	4839.237319992262	1.0	0.008977709027595307	0.15457111042193614	-313.97483273545197	7.926451178350487E-4	0.5962228104440302	0.40377718955596814	1.5308579624047827	1.220936215535065E-4	3.936887130461268E-8	1.4279167940092221	0	-6.040345249124471	1927.6826153617476	2.3715307957325018E-4
3282000	-1457.976416951873	-1123.209816479155	-334.7666004727181	-1123.209816479155	7595.075497116839	1.0	0.015960926449395514	0.2833931819900727	-321.76761729771874	4.8310898127204674E-4	0.5962228104440302	0.40377718955596814	1.4965784491993264	9.169201024328741E-5	3.7361144142111005E-8	1.6022614065997294	1	-7.001216794548228	2235.6915270315994	2.031834270389034E-4
3283000	-1449.6213563954534	-1119.5619216120647	-330.05943478338884	-1119.5619216120647	5001.7691001310795	1.0	0.017608712731396806	0.2661598325049058	-317.3606739612011	4.773281102355846E-4	0.5962228104440302	0.40377718955596814	1.5604009884495482	1.1219069867546082E-4	3.5866149009857395E-8	1.5472431972891163	1	-6.575973739937134	2133.9454123476635	2.3933396145091042E-4
3284000	-1449.0738658645157	-1123.9489922870332	-325.1248735774825	-1123.9489922870332	4814.294502961157	1.0	0.017608712731396806	0.2661598325049058	-312.92952399667274	6.117969188218819E-4	0.5962228104440302	0.40377718955596814	1.4721772620306397	1.1942534019145364E-4	1.7882272126089253E-7	2.450276272357428	0	-6.330370599010269	2068.3506637343403	2.7011043501799954E-4
3285000	-1448.123292440549	-1122.4839424948327	-325.63934994571633	-1122.4839424948327	5010.360693743502	1.0	0.017608712731396806	0.2661598325049058	-313.6285490989867	6.834491690306491E-4	0.5962228104440302	0.40377718955596814	1.5048365091717895	1.2909905897483847E-4	3.029526027018614E-8	1.2791332767228794	0	-6.050202050528872	1913.5779646165	2.499327250157242E-4
3286000	-1443.6113462754877	-1119.0804169397538	-324.5309293357339	-1119.0804169397538	5361.913657625082	1.0	0.017608712731396806	0.2661598325049058	-312.112026012265	5.045973854636567E-4	0.5852010545011661	0.41479894549883234	1.6332907304968713	1.2409606183157821E-4	3.3170990528909074E-8	1.4064129053175076	0	-6.08423633271051	1978.8798381911697	2.5640912112146613E-4
3287000	-1439.4464186727446	-1118.1679134060475	-321.2785052666971	-1118.1679134060475	5535.648242852344	1.0	0.01187010076512696	0.26715528730505506	-308.8652902669885	5.834477843956143E-4	0.5793713863886469	0.42062861361135145	1.6431666457709528	1.3003639663348822E-4	4.4717195736680815E-8	1.4438745199698055	0	-6.046266590878126	1917.4710781342167	2.754064258418187E-4
3288000	-1455.6095788417508	-1127.1271996095572	-328.4823792321935	-1127.1271996095572	8509.136706949477	1.0	0.01187010076512696	0.19788807462325617	-316.64133052894306	3.966648910018001E-4	0.5290719789622954	0.470928021037703	1.3721370487223192	1.3935059294117755E-4	2.968063964166564E-8	1.2452036885469662	0	-6.558826226521598	2129.621566809627	2.213265646477603E-4
3289000	-1466.0785528024676	-1144.711846222131	-321.3667065803365	-1144.711846222131	4874.2821130941265	1.0	0.01187010076512696	0.19788807462325617	-308.50085961420547	6.289486757706264E-4	0.6152240512609501	0.38477594873904825	1.3054467939800987	1.3146815025718068E-4	3.499807711146478E-8	1.1833840144398304	0	-7.781191019801543	2414.2756052676696	2.1118978953605866E-4
3290000	-1440.1599562997055	-1128.6498693066599	-311.5100869930457	-1128.6498693066599	4088.8309403109088	1.0	0.018255579413328105	0.19788807462325617	-300.1755943162496	8.587992496140884E-4	0.6369906769469623	0.3630093230530361	1.3318237756732367	2.0648315158881508E-4	5.71546112100904E-8	1.1789264233369725	0	-6.171559159541722	1871.2629906814323	3.0344148105279357E-4
3291000	-1439.2329538165	-1124.6596029610441	-314.5733508554557	-1124.6596029610441	4135.159280689517	1.0	0.018255579413328105	0.19788807462325617	-303.66181418993204	7.161415096538094E-4	0.6369906769469623	0.3630093230530361	1.143328525438635	1.6321064287363034E-4	3.29232658682909E-8	1.0604825472451263	0	-6.312434989228038	2063.107787586305	1.887633382728911E-4
3292000	-1424.9806258638318	-1118.2844167441929	-306.696209119639	-1118.2844167441929	3330.3659904331607	1.0	0.013557788939840977	0.19788807462325617	-296.166410458178	0.001109283460081809	0.6369906769469623	0.3630093230530361	1.0771064003105535	1.6586488687779125E-4	4.4034471461908524E-8	1.12516260706783	0	-6.131568760203346	2001.5161890715026	2.2948865201553306E-4
3293000	-1431.1238142294242	-1120.0949970260308	-311.0288172033935	-1120.0949970260308	3630.565712467445	1.0	0.055279289147936575	0.19788807462325617	-299.8791722364835	0.0010800491767577352	0.6369906769469623	0.3630093230530361	1.2577305099205387	1.6037504360639918E-4	4.993660812086118E-8	1.3280006361164243	0	-6.207077123333658	2029.8834165201058	2.3234539807053E-4
3294000	-1447.25753398307	-1131.9309347255285	-315.3265992575415	-1131.9309347255285	4175.724112890278	1.0	0.055279289147936575	0.19788807462325617	-305.16089218594493	6.888824731587759E-4	0.6369906769469623	0.3630093230530361	0.9472955958760992	1.375034850222053E-4	1.3560534663038088E-8	0.8429282915278801	0	-6.1665106297524925	2015.3791148839605	1.7855218773229947E-4
3295000	-1444.4449806622038	-1127.197421285746	-317.2475593764577	-1127.197421285746	5112.772641590973	1.0	0.055279289147936575	0.19788807462325617	-307.04924971783146	5.118203092308223E-4	0.5793292172046854	0.420670782795313	0.9771596049531658	1.7930813026160482E-4	2.5909983596381548E-8	0.9121744754098217	0	-6.1066244402747305	1887.1202555793234	2.233027624019521E-4
3296000	-1431.5496458317837	-1118.9188042616547	-312.6308415701289	-1118.9188042616547	4514.627343776042	1.0	0.055279289147936575	0.19788807462325617	-302.21369359354344	8.358195840629469E-4	0.6205233928952362	0.3794766071047623	1.0412757508856303	1.715311157358577E-4	5.966683053180088E-8	1.1878238786234976	0	-6.128316189411629	1881.0360350957471	2.2669753315730895E-4
3297000	-1448.8732998865053	-1116.3784467946396	-332.49485309186565	-1116.3784467946396	6487.192935208056	1.0	0.055279289147936575	0.19788807462325617	-320.8318492744231	5.43715128963816E-4	0.6205233928952362	0.3794766071047623	1.0534202201282432	9.25455140674971E-5	1.484629065408357E-8	1.2788390630530877	1	-7.337033297190239	2312.769178437716	1.1054749836349253E-4
3298000	-1468.638083727148	-1124.8207032719058	-343.817380455242	-1124.8207032719058	14164.633927495199	1.0	0.007168528752556033	0.19788807462325617	-332.1886584479796	2.923530589391664E-4	0.6205233928952362	0.3794766071047623	1.224597337200743	6.848805103905201E-5	1.532110079933805E-8	1.5222310957444685	1	-6.785204149553399	1812.0296121750366	8.95600474862082E-5
3299000	-1457.6685643934043	-1127.24245254496	-330.42611184844407	-1127.24245254496	8850.471763038577	1.0	0.007168528752556033	0.19788807462325617	-319.47895510767387	4.727759033885848E-4	0.5813222447123839	0.41867775528761453	1.0169992198905422	8.71144026885701E-5	9.853719696373172E-9	1.1245084289766079	0	-6.7327536944228	2172.4469038755483	8.321211917351549E-5
3300000	-1452.4951009721783	-1122.5505143697935	-329.94458660238485	-1122.5505143697935	6155.404296466142	1.0	0.026751414750366943	0.18606661284269727	-318.66010250835217	3.986454788793364E-4	0.5813222447123839	0.41867775528761453	1.1494977261366328	1.1630426865847724E-4	2.312452266848333E-8	1.2464087696800585	0	-6.726450041091967	2170.928275349527	1.1409131942638561E-4
3301000	-1457.2432840651154	-1127.227189300751	-330.0160947643645	-1127.227189300751	5572.502121647525	1.0	0.026751414750366943	0.2593175016525684	-317.79641546613476	6.508461816423745E-4	0.6180808657501918	0.38191913424980656	1.166178692335656	9.037346118188055E-5	2.7460669612529947E-8	1.608762451565906	0	-7.288657156631586	2301.7238093585383	9.103470916322354E-5
3302000	-1437.2188755506286	-1117.8128803774873	-319.40599517314115	-1117.8128803774873	3547.521047128181	1.0	0.026751414750366943	0.2593175016525684	-308.3994454734859	6.297712523562582E-4	0.6180808657501918	0.38191913424980656	1.1388161708030882	1.3280434162185495E-4	3.89716530504584E-8	1.4607990241397937	0	-6.158107253042051	1874.0481441390803	1.0991571906681849E-4
3303000	-1451.7633343037212	-1131.3764894888398	-320.38684481488144	-1131.3764894888398	3252.4430067697817	1.0	0.026751414750366943	0.2593175016525684	-309.7196215143453	6.860205225907183E-4	0.6180808657501918	0.38191913424980656	1.0639558059025858	1.1635422099809133E-4	2.883261876629588E-8	1.3223162079843014	0	-6.046106802165084	1949.6423579862783	1.0330259141917434E-4
3304000	-1453.922970190721	-1135.2026104763545	-318.7203597143664	-1135.2026104763545	3688.2462068789087	1.0	0.0327136186008038	0.2593175016525684	-308.4454831841056	7.043426587578409E-4	0.6180808657501918	0.38191913424980656	0.9361543401258422	1.2954293403661985E-4	2.521415626738375E-8	1.1552478964533806	0	-6.047323271551837	1916.3257386566434	1.1915249258109389E-4
3305000	-1469.2960010440306	-1134.6811306484267	-334.61487039560393	-1134.6811306484267	6173.492653508443	1.0	0.02637303381485863	0.2593175016525684	-322.878274514805	5.340461469395468E-4	0.6180808657501918	0.38191913424980656	1.0915512002124697	9.706214308794592E-5	2.8196206725328493E-8	1.4871219574665697	1	-7.031432235279985	2242.685462906834	9.853100888556308E-5
3306000	-1471.3428150814714	-1141.4906982298248	-329.8521168516465	-1141.4906982298248	6097.252654345466	1.0	0.02637303381485863	0.2593175016525684	-319.8178594487635	5.320178243326835E-4	0.6199085628224749	0.3800914371775235	0.8617543388019916	8.825010668822313E-5	1.0173792104190908E-8	1.1327699776762756	1	-6.0396453217124595	1934.7344203211571	8.257464698830826E-5
3307000	-1454.6388875055477	-1129.6427894131182	-324.9960980924296	-1129.6427894131182	5173.242961128399	1.0	0.02637303381485863	0.2593175016525684	-315.68848683621775	5.23405418874094E-4	0.6111807118561727	0.3888192881438256	0.6250401619210949	9.00917503404626E-5	4.280588877208467E-9	0.7740770832196989	0	-6.080691510213436	1976.8614524810635	8.417301162361721E-5
3308000	-1463.347894526067	-1136.0821169934827	-327.2657775325842	-1136.0821169934827	6635.133419612212	1.0	0.030437080286602473	0.2593175016525684	-317.5147636485489	5.930201230681166E-4	0.6111807118561727	0.3888192881438256	0.5558637153647021	9.763907143613968E-5	3.411469669425585E-9	0.6295360445773812	0	-6.759233316633817	2178.8045404348454	8.910120406536046E-5
3309000	-1468.1330490983512	-1136.0365527283175	-332.09649637003366	-1136.0365527283175	7015.459754449776	1.0	0.030437080286602473	0.2593175016525684	-321.99118825540677	3.7356455683273466E-4	0.6111807118561727	0.3888192881438256	0.7328698508513527	8.240348555473946E-5	3.6750451613928104E-9	0.8762502105199118	1	-6.522764099005128	2120.435159650964	6.352452434018085E-5
3310000	-1449.3524235736156	-1123.2165194678635	-326.1359041057521	-1123.2165194678635	6079.561496055591	1.0	0.030437080286602473	0.2855662641703331	-316.39379250687483	4.358342233701688E-4	0.6182900995974538	0.38170990040254454	0.7367192297235116	1.064198007986665E-4	8.663913731608253E-9	0.8384889627954453	0	-6.052851381566654	1957.0384316093705	1.049138985863445E-4
3311000	-1458.6328546666236	-1130.5981455802053	-328.0347090864184	-1130.5981455802053	6041.511571930616	1.0	0.030437080286602473	0.2855662641703331	-317.48261478113795	6.627321531804824E-4	0.597486901990606	0.4025130980093924	0.8749381064267492	1.0479684335565708E-4	1.2813981218354829E-8	1.0996873645821423	0	-6.421745750174883	2093.870675086608	1.0345710300461059E-4
3312000	-1449.8785559056912	-1125.08787948205	-324.7906764236412	-1125.08787948205	5668.3146994273075	1.0	0.030437080286602473	0.18643441464254032	-314.89464721223015	5.434988739144051E-4	0.597486901990606	0.4025130980093924	0.9013087805657211	1.2372254354674957E-4	1.7684075731618526E-8	1.0177827378323259	0	-6.0979459777943585	1986.1354685422853	1.23763559925312E-4
3313000	-1450.9323413381403	-1134.3639011425507	-316.56844019558946	-1134.3639011425507	4241.85017013114	1.0	0.030437080286602473	0.15878745697617258	-306.8266922033498	5.622400105827259E-4	0.597486901990606	0.4025130980093924	0.8721896936840241	1.6296477857171966E-4	2.832521405384637E-8	0.975747037067051	0	-6.1902846787609604	1867.6799663591933	1.500949530415631E-4
3314000	-1448.719477477198	-1131.4441328484668	-317.27534462873126	-1131.4441328484668	4766.180697557087	1.0	0.023034713374801813	0.32511222956481317	-307.33171197761504	6.5070657958846E-4	0.597486901990606	0.4025130980093924	0.7320909426986122	1.111673261712633E-4	7.964648033370245E-9	0.7646710046404156	0	-6.142226909872451	2005.9201381393354	1.087366739780803E-4
3315000	-1448.0986695018512	-1132.7060357086484	-315.3926337932028	-1132.7060357086484	4486.905364354667	1.0	0.023034713374801813	0.32511222956481317	-305.57715510335686	7.11226836847102E-4	0.597486901990606	0.4025130980093924	0.7149518422621691	1.1291168772706599E-4	9.128230086262052E-9	0.8369078566197344	0	-6.069858124454295	1970.188489403813	1.2369883717464536E-4
3316000	-1447.1770643236525	-1128.7876245635337	-318.38943976011893	-1128.7876245635337	4659.880840044353	1.0	0.023034713374801813	0.30467224478952465	-307.4957824798068	8.465644423369521E-4	0.597486901990606	0.4025130980093924	0.9068320660767033	1.0908945005861226E-4	1.4233887579005857E-8	1.07137555627036	0	-6.5998756355892185	1823.5091451745577	1.2179693651445705E-4
3317000	-1432.3380761179837	-1113.3744026311645	-318.96367348681935	-1113.3744026311645	4985.788988443014	1.0	0.023034713374801813	0.33103582232752754	-308.2706734613584	4.999328161990245E-4	0.597486901990606	0.4025130980093924	0.8687070323959059	1.271102851210217E-4	1.628393503098953E-8	0.9674954528066411	0	-6.437346205596781	1836.497608494015	1.3693996570617191E-4
3318000	-1457.704825729955	-1134.0132558620069	-323.69156986794815	-1134.0132558620069	6474.6782540047025	1.0	0.023034713374801813	0.2749654690153152	-313.9918861720624	6.543077095998564E-4	0.597486901990606	0.4025130980093924	0.7290976143648995	1.1036350216552096E-4	8.039712810557858E-9	0.7698176318541586	1	-6.072165610476104	1971.6847679709063	1.1688453209006166E-4
3319000	-1447.5534421232533	-1124.548306166165	-323.0051359570881	-1124.548306166165	6530.389569204888	1.0	0.023034713374801813	0.2749654690153152	-312.78714411308044	5.846320604381537E-4	0.597486901990606	0.4025130980093924	0.8292005506119905	1.1634180218961874E-4	1.774902900202184E-8	0.9984979190055685	0	-6.269123075063291	2050.024159064843	1.4295330820872544E-4
3320000	-1446.0815903918287	-1123.7949998555516	-322.2865905362771	-1123.7949998555516	6150.639716404436	1.0	0.023034713374801813	0.28609873609117126	-312.0560308805835	8.039195539568481E-4	0.612587603322498	0.3874123966775004	0.8932877330297345	8.744279122034377E-5	1.6886682301650176E-8	1.1265623956847868	0	-6.040783992495103	1940.0718765215786	1.2472939862591967E-4
3321000	-1449.9278604206218	-1131.0041858374623	-318.92367458315954	-1131.0041858374623	5201.826795009658	1.0	0.023034713374801813	0.28609873609117126	-306.7068224976458	6.905773284987082E-4	0.5876061694526908	0.41239383054730755	0.67396902891523	1.328482702558905E-4	1.2752005028265429E-8	0.7720138906360424	0	-8.731065487986974	1757.9389609058296	1.540750613028003E-4
3322000	-1467.5652178163384	-1131.0140772869888	-336.5511405293496	-1131.0140772869888	7309.432268218015	1.0	0.023034713374801813	0.28609873609117126	-326.2934911849353	3.567032813895339E-4	0.5876061694526908	0.41239383054730755	0.689582809068397	7.083426790961555E-5	3.244290029583437E-9	0.7962388832827384	1	-6.720433902568266	2169.476983339703	7.385629586687171E-5
3323000	-1464.769833669889	-1131.5787234693962	-333.191110200493	-1131.5787234693962	7211.475421701338	1.0	0.023034713374801813	0.28609873609117126	-323.4569324747619	5.803774794635196E-4	0.5876061694526908	0.41239383054730755	0.5658221984647082	7.217722934905793E-5	2.1403328352027102E-9	0.677308378996279	1	-6.612098069804654	2142.9709277771326	6.398807830852809E-5
3324000	-1458.1236857574636	-1122.4990504144307	-335.6246353430328	-1122.4990504144307	9163.335552858825	1.0	0.023034713374801813	0.28609873609117126	-324.9857976775718	3.924359146009579E-4	0.5876061694526908	0.41239383054730755	0.6996871895010786	6.681678723807133E-5	2.3876323846517674E-9	0.7601511206287707	1	-7.068466797580152	2251.235502931585	6.469657728894717E-5
3325000	-1449.7805242214508	-1130.0228825215877	-319.75764169986303	-1130.0228825215877	5738.666695801052	1.0	0.023034713374801813	0.30879205943187543	-310.62917424081627	4.7557700123176364E-4	0.6376682805563716	0.36233171944362685	0.4498406742169569	1.0468300478516399E-4	2.0471994087601425E-9	0.4295996454453699	0	-6.340909474791541	1846.3024290966587	1.064336388932686E-4
3326000	-1451.6032819871689	-1121.0040283443295	-330.59925364283924	-1121.0040283443295	7981.6009914433025	1.0	0.055607165680702876	0.24906306220586902	-320.65745877105815	6.262090075995148E-4	0.6376682805563716	0.36233171944362685	0.7457484928747298	8.542768442959585E-5	3.5451107003033703E-9	0.790919083365932	1	-6.356863162660203	2075.938095969536	8.393498225940596E-5
3327000	-1449.7751617146523	-1128.778161369906	-320.99700034474637	-1128.778161369906	5233.878344650515	1.0	0.055607165680702876	0.24906306220586902	-310.07976797803235	6.737885628643361E-4	0.6376682805563716	0.36233171944362685	0.5811768103231163	9.877957061512875E-5	2.551591062525919E-9	0.5505036515586017	0	-7.878022473167777	2436.5503925605776	9.329325348996391E-5
3328000	-1430.058907119835	-1117.7002244925288	-312.35868262730634	-1117.7002244925288	3881.092893679583	1.0	0.03942061597838416	0.24906306220586902	-302.8568813263229	6.516902452228797E-4	0.5785892368532909	0.42141076314670756	0.6780388845119374	1.1590522025921965E-4	6.561181244384187E-9	0.7388222901403273	0	-6.137988893392524	1878.6227791278511	1.207238663502391E-4
3329000	-1439.2972862139327	-1121.8779106480558	-317.4193755658769	-1121.8779106480558	5702.313306547491	1.0	0.03942061597838416	0.24906306220586902	-306.3980091758485	7.377068692272888E-4	0.5785892368532909	0.42141076314670756	0.7498550904516601	1.1735220371229836E-4	7.386546786847479E-9	0.8325877268632326	0	-7.423153290463779	1785.9167736661661	1.2232406272053007E-4
3330000	-1444.1677601326983	-1125.9749975504992	-318.1927625821991	-1125.9749975504992	5080.733084573624	1.0	0.03942061597838416	0.24906306220586902	-308.10021579640113	7.507644129529657E-4	0.5785892368532909	0.42141076314670756	0.7342080333444422	9.0131396704648E-5	3.965142857667617E-9	0.7359974423466734	0	-6.545014008039245	2126.118577747081	9.32932917019693E-5
3331000	-1433.1864316281499	-1118.636621662061	-314.54980996608873	-1118.636621662061	3739.4681020365533	1.0	0.03942061597838416	0.241899622428748	-303.854685171106	9.480726570172108E-4	0.5785892368532909	0.42141076314670756	1.0327709496471948	1.1303247673643888E-4	1.7260151195015915E-8	1.1082029886084839	0	-6.237157196341022	2039.8943442851003	1.286275944235576E-4
3332000	-1424.4574812931164	-1116.6171214790281	-307.84035981408834	-1116.6171214790281	2855.387427936424	1.0	0.03942061597838416	0.241899622428748	-296.7039966072412	8.066491191402282E-4	0.5785892368532909	0.42141076314670756	1.0390889775741936	1.615659312224113E-4	4.014583276936967E-8	1.2893724486232754	0	-6.659043997382653	1819.5363275856532	1.8778563752316796E-4
