#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <taxonset id="TaxonSet.transeurasian_stable" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:transeurasian_stable" name="distribution">
#            <parameter id="bcov_alpha.s:transeurasian_stable" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="bcov_s_prior.s:transeurasian_stable" name="distribution">
#            <parameter id="bcov_s.s:transeurasian_stable" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:clock" name="distribution">
#            <parameter id="ucldMean.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:clock" name="distribution">
#            <parameter id="ucldStdev.c:clock" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="Yayoi.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Yayoi" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hateruma" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ikema" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Japanese" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Yonaguni" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Yuwan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tarama" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ogami" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Okinoerabu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Shuri" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr" offset="1700.0">
#                <parameter estimate="false" id="RealParameter.6" name="M">400.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="S" upper="5.0">0.6</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.transeurasian_stable	TreeHeight.t:tree	mutationRate.s:transeurasian_stable	bcov_alpha.s:transeurasian_stable	bcov_s.s:transeurasian_stable	YuleModel.t:tree	birthRate.t:tree	frequencies.s:transeurasian_stable1	frequencies.s:transeurasian_stable2	ucldStdev.c:clock	rate.c:clock.mean	rate.c:clock.variance	rate.c:clock.coefficientOfVariation	monophyletic(Yayoi)	logP(mrca(Yayoi))	mrcatime(Yayoi)	ucldMean.c:clock
708000	-282.4439244784337	NaN	-282.4439244784337	NaN	1859.0166253336995	1.0	0.016990499861516427	3.304958789941535	-271.28685973577393	0.0016827355417075992	0.6372116846656515	0.36278831533434935	0.33790664509727353	Infinity	NaN	NaN	0	-6.242733609549932	1859.0166253336995	Infinity
709000	-286.1727041455834	NaN	-286.1727041455834	NaN	1928.079460167424	1.0	0.016990499861516427	10.270436535501979	-275.07084982920304	0.0012962885644876377	0.6372116846656515	0.36278831533434935	0.050609461605791696	Infinity	NaN	NaN	0	-6.04023572506926	1928.079460167424	Infinity
710000	-295.66248416064053	NaN	-295.66248416064053	NaN	2129.8674244777044	1.0	0.016990499861516427	10.270436535501979	-281.08344166876833	0.0016316456153903642	0.6372116846656515	0.36278831533434935	0.1520766516512375	Infinity	NaN	NaN	0	-8.745180111710557	1757.7281367206629	Infinity
711000	-293.01318304242557	NaN	-293.01318304242557	NaN	3113.8298464852273	1.0	0.016990499861516427	8.188762421349828	-281.90241678124374	0.001067189915122244	0.6185669820364047	0.38143301796359613	0.0647988643814891	Infinity	NaN	NaN	0	-6.321554090756092	2065.784908697609	Infinity
712000	-290.39366911874816	NaN	-290.39366911874816	NaN	2362.4863875691835	1.0	0.016990499861516427	10.680507494032183	-276.9601429675989	0.0014283720866135816	0.17070889077302537	0.8292911092269755	0.1462111996869575	Infinity	NaN	NaN	0	-7.554930698850624	2362.4863875691835	Infinity
713000	-281.33804550134033	NaN	-281.33804550134033	NaN	1972.8354420119745	1.0	0.016990499861516427	10.680507494032183	-269.5550763971813	0.0031322795569120685	0.39619663783477677	0.6038033621652241	0.11845301954092917	Infinity	NaN	NaN	0	-6.073988721066298	1972.8354420119745	Infinity
714000	-275.8341182083254	NaN	-275.8341182083254	NaN	1796.1284584057983	1.0	0.016990499861516427	10.680507494032183	-259.17472627889555	0.002654878890052815	0.39619663783477677	0.6038033621652241	1.1743888926501622	Infinity	NaN	NaN	0	-7.1293061897389425	1796.1284584057983	Infinity
715000	-288.3611019437049	NaN	-288.3611019437049	NaN	1899.743556850345	1.0	0.016990499861516427	10.680507494032183	-275.18062711625674	0.0013516733442857577	0.39619663783477677	0.6038033621652241	0.42713842633617977	Infinity	NaN	NaN	0	-6.072700640652069	1899.743556850345	Infinity
716000	-289.2013711324035	NaN	-289.2013711324035	NaN	1813.403543114993	1.0	0.016990499861516427	10.680507494032183	-277.81682110947185	0.0016606994441244216	0.39619663783477677	0.6038033621652241	0.01967930822770568	Infinity	NaN	NaN	0	-6.76060164431454	1813.403543114993	Infinity
717000	-289.3684168625264	NaN	-289.3684168625264	NaN	2252.5343684089557	1.0	0.016990499861516427	10.680507494032183	-276.65185070579065	0.0013330216894697987	0.39619663783477677	0.6038033621652241	0.10849327887965378	Infinity	NaN	NaN	0	-7.074101322219572	2252.5343684089557	Infinity
718000	-300.73444364096304	NaN	-300.73444364096304	NaN	2070.7991388348714	1.0	0.016990499861516427	10.467851453517422	-285.60355546767914	9.827934902707904E-4	0.39619663783477677	0.6038033621652241	0.9459746675193986	Infinity	NaN	NaN	0	-6.338852308093684	2070.7991388348714	Infinity
719000	-298.1207076879342	NaN	-298.1207076879342	NaN	2092.7964961336575	1.0	0.016990499861516427	10.467851453517422	-286.1970694791404	0.0012253843777913014	0.39619663783477677	0.6038033621652241	0.0950330196795776	Infinity	NaN	NaN	0	-6.417776806260999	2092.7964961336575	Infinity
720000	-289.79110889643283	NaN	-289.79110889643283	NaN	2027.07541847963	1.0	0.016990499861516427	11.085679182936499	-279.25870612581656	0.0017555942954463077	0.39619663783477677	0.6038033621652241	0.012731703956557405	Infinity	NaN	NaN	0	-6.051248889242063	1912.6811965187203	Infinity
721000	-280.3243627388332	NaN	-280.3243627388332	NaN	2029.637230017936	1.0	0.09660883766975896	11.085679182936499	-267.6874730894699	0.0028100487009783547	0.39619663783477677	0.6038033621652241	0.24050594744829884	Infinity	NaN	NaN	0	-6.206357724862281	2029.637230017936	Infinity
722000	-289.00498946208285	NaN	-289.00498946208285	NaN	2636.686284472098	1.0	0.08751898905177798	11.085679182936499	-275.980819906142	0.0011589687965614266	0.39619663783477677	0.6038033621652241	0.22147412940960498	Infinity	NaN	NaN	0	-6.681427121275388	1818.1153644910717	Infinity
723000	-282.5822273781544	NaN	-282.5822273781544	NaN	2111.361502746281	1.0	0.445247790932949	12.95444946663889	-269.23645963209896	0.0018016735189372356	0.11815653137309436	0.8818434686269065	0.2613129665779966	Infinity	NaN	NaN	0	-6.487678730319509	2111.361502746281	Infinity
724000	-289.2373085788788	NaN	-289.2373085788788	NaN	1871.3396225086667	1.0	0.445247790932949	12.95444946663889	-276.3924842069609	0.0016460747447310509	0.11815653137309436	0.8818434686269065	0.22063022459431703	Infinity	NaN	NaN	0	-6.1711763754441264	1871.3396225086667	Infinity
725000	-287.4476858708847	NaN	-287.4476858708847	NaN	1905.94547612848	1.0	0.445247790932949	12.95444946663889	-275.6778064533676	0.0014811080266122643	0.47234431251107195	0.5276556874889289	0.06557078414882904	Infinity	NaN	NaN	0	-6.060882440549702	1905.94547612848	Infinity
726000	-293.27918830536566	NaN	-293.27918830536566	NaN	2210.5200453668813	1.0	0.445247790932949	12.95444946663889	-279.7076572141822	0.0012184570321084572	0.9163627769330009	0.08363722306699983	0.3402892901882208	Infinity	NaN	NaN	0	-6.385062441397385	1841.55904744487	Infinity
727000	-288.3353991662787	NaN	-288.3353991662787	NaN	2068.141698625976	1.0	0.445247790932949	12.682583660767415	-275.54066165802544	0.0015043409459811878	0.9163627769330009	0.08363722306699983	0.18758630229762002	Infinity	NaN	NaN	0	-6.329649787050907	2068.141698625976	Infinity
728000	-285.9653341663028	NaN	-285.9653341663028	NaN	1825.2897631294184	1.0	0.22893020130544317	12.682583660767415	-275.1322637537738	0.001479007110137089	0.1415921845944258	0.858407815405575	0.0044042948987835125	Infinity	NaN	NaN	0	-6.574906037499963	1825.2897631294184	Infinity
729000	-296.577580828753	NaN	-296.577580828753	NaN	2285.7051151108417	1.0	0.22893020130544317	12.682583660767415	-282.83081157704993	0.0013005858114507522	0.1415921845944258	0.858407815405575	0.20022043231592737	Infinity	NaN	NaN	0	-7.218590404191755	2285.7051151108417	Infinity
730000	-290.49002575477493	NaN	-290.49002575477493	NaN	2016.0024769093236	1.0	0.22893020130544317	12.682583660767415	-277.89508428444634	0.0012224543428764343	0.1415921845944258	0.858407815405575	0.18010636076704967	Infinity	NaN	NaN	0	-6.168174218230604	2016.0024769093236	Infinity
731000	-293.5519919582466	NaN	-293.5519919582466	NaN	2025.5106082970597	1.0	0.22893020130544317	12.682583660767415	-282.931541122734	0.0011715664230824761	0.6365439388945104	0.36345606110549034	0.006274442705310895	Infinity	NaN	NaN	0	-6.194451876026197	2025.5106082970597	Infinity
732000	-293.5193102505916	NaN	-293.5193102505916	NaN	2223.2512490164454	1.0	0.22893020130544317	12.682583660767415	-280.50903821048007	0.0013657786733851476	0.6365439388945104	0.36345606110549034	0.11695094431175926	Infinity	NaN	NaN	0	-6.947673892478556	2223.2512490164454	Infinity
733000	-296.97122561843474	NaN	-296.97122561843474	NaN	1990.0947935991662	1.0	0.22893020130544317	12.682583660767415	-284.1429155639734	0.0017814169405088616	0.10427705482011052	0.8957229451798903	0.24143484327318923	Infinity	NaN	NaN	0	-6.10603382627971	1990.0947935991662	Infinity
734000	-291.84747460744654	NaN	-291.84747460744654	NaN	2015.0063710791426	1.0	0.3737729056979414	12.682583660767415	-279.8747064698608	0.0014461292190630559	0.6229365772345609	0.37706342276543986	0.08195474484441047	Infinity	NaN	NaN	0	-6.165519489041564	2015.0063710791426	Infinity
735000	-290.90271560922986	NaN	-290.90271560922986	NaN	2209.2179138071447	1.0	0.3737729056979414	12.682583660767415	-279.15574051461715	0.0017145512589601217	0.6229365772345609	0.37706342276543986	0.024463338768163707	Infinity	NaN	NaN	0	-6.6468866422815465	2151.5666149412946	Infinity
736000	-291.87798034268485	NaN	-291.87798034268485	NaN	2174.381275353222	1.0	0.2752038184856458	12.682583660767415	-279.69420987227477	0.0012566413560357217	0.6229365772345609	0.37706342276543986	0.04566569775893179	Infinity	NaN	NaN	0	-6.740795230293839	2174.381275353222	Infinity
737000	-286.1733503931959	NaN	-286.1733503931959	NaN	2028.2368281951183	1.0	0.2752038184856458	8.991174256069002	-276.02845649547766	0.0013640576065050505	0.6229365772345609	0.37706342276543986	0.009760055785223407	Infinity	NaN	NaN	0	-6.202284854443389	2028.2368281951183	Infinity
738000	-300.7093545436819	NaN	-300.7093545436819	NaN	2499.0423984406066	1.0	0.09417766490933775	8.991174256069002	-289.07955133310185	0.0012411108537704351	0.6229365772345609	0.37706342276543986	0.0037168889012755366	Infinity	NaN	NaN	0	-8.14749339545575	2499.0423984406066	Infinity
739000	-280.3948361273387	NaN	-280.3948361273387	NaN	1870.450603896907	1.0	0.09417766490933775	8.366954872807678	-269.23410948705475	0.0019082890343041566	0.9227744869213161	0.07722551307868458	0.08250498056535158	Infinity	NaN	NaN	0	-6.175662036894641	1870.450603896907	Infinity
740000	-286.4689096539106	NaN	-286.4689096539106	NaN	2233.9627428793647	1.0	0.09417766490933775	8.588002448732347	-273.4256377567456	0.0022755347733732986	0.9227744869213161	0.07722551307868458	0.2655700462207172	Infinity	NaN	NaN	0	-6.993759982319586	2233.9627428793647	Infinity
741000	-291.0758601812958	NaN	-291.0758601812958	NaN	1948.6475056910901	1.0	0.09417766490933775	8.588002448732347	-279.74746110526337	0.0015340298287868537	0.9227744869213161	0.07722551307868458	0.1169907580023864	Infinity	NaN	NaN	0	-6.045368436120105	1948.6475056910901	Infinity
742000	-291.6287663465549	NaN	-291.6287663465549	NaN	2078.519406687857	1.0	0.09417766490933775	8.588002448732347	-281.108482640657	0.0023095892529773903	0.9227744869213161	0.07722551307868458	0.017724839757573264	Infinity	NaN	NaN	0	-6.366013223289589	2078.519406687857	Infinity
743000	-284.6237691152773	NaN	-284.6237691152773	NaN	2003.5907278378054	1.0	0.07803984799723061	8.588002448732347	-272.2805103543107	0.0016876495734851648	0.0820388174337856	0.9179611825662151	0.30263648686052325	Infinity	NaN	NaN	0	-6.136535889955181	2003.5907278378054	Infinity
744000	-300.0892874090449	NaN	-300.0892874090449	NaN	2726.215531250245	1.0	0.07803984799723061	8.588002448732347	-285.2927063748546	0.001645995385102907	0.0820388174337856	0.9179611825662151	0.19166844226169108	Infinity	NaN	NaN	0	-9.090721261383555	2726.215531250245	Infinity
745000	-285.6750136036499	NaN	-285.6750136036499	NaN	1868.109334735891	1.0	0.07803984799723061	7.542248150296038	-274.65328561254057	0.0013872107293271276	0.0820388174337856	0.9179611825662151	0.08618936922323077	Infinity	NaN	NaN	0	-6.187953717264271	1868.109334735891	Infinity
746000	-290.09145979430485	NaN	-290.09145979430485	NaN	1938.858745267675	1.0	0.07803984799723061	2.863337639261886	-281.4799644987374	0.0010568294717164628	0.0820388174337856	0.9179611825662151	0.018904198388910873	Infinity	NaN	NaN	0	-6.0404048746013395	1938.858745267675	Infinity
747000	-280.4106011187813	NaN	-280.4106011187813	NaN	1924.0987910875438	1.0	0.07803984799723061	2.863337639261886	-271.52935714328925	0.001734508700297573	0.2849731477427344	0.7150268522572663	0.03152081915152882	Infinity	NaN	NaN	0	-6.041731056959927	1924.0987910875438	Infinity
748000	-275.99876055068995	NaN	-275.99876055068995	NaN	1864.9153345292532	1.0	0.07803984799723061	2.863337639261886	-268.35649879034594	0.0019767309198753086	0.2849731477427344	0.7150268522572663	0.0017721696167754255	Infinity	NaN	NaN	0	-6.2058807519486825	1864.9153345292532	Infinity
749000	-286.75627954283004	NaN	-286.75627954283004	NaN	1904.5460372270775	1.0	0.048550408859839175	2.863337639261886	-277.9578675163184	0.002224997198171467	0.2849731477427344	0.7150268522572663	0.025936765755543188	Infinity	NaN	NaN	0	-6.0632927824523595	1904.5460372270775	Infinity
750000	-287.488901648222	NaN	-287.488901648222	NaN	1970.658674556369	1.0	0.04764361808082459	2.863337639261886	-278.10243530485013	0.0016146191659095908	0.2849731477427344	0.7150268522572663	0.07090588924827386	Infinity	NaN	NaN	0	-6.070575456823202	1970.658674556369	Infinity
751000	-289.2655370737005	NaN	-289.2655370737005	NaN	1870.547619282105	1.0	0.04764361808082459	2.863337639261886	-278.6304396799907	0.0015418355517412528	0.17362622747561082	0.8263737725243898	0.27165039646346795	Infinity	NaN	NaN	0	-6.175167735541816	1870.547619282105	Infinity
752000	-287.11209853526503	NaN	-287.11209853526503	NaN	1767.6747514124477	1.0	0.09754204785598637	2.863337639261886	-273.8295340647667	0.001507593137665738	0.9228551902868247	0.077144809713176	0.4388608666413345	Infinity	NaN	NaN	0	-8.163957995403646	1767.6747514124477	Infinity
753000	-297.03423467846227	NaN	-297.03423467846227	NaN	2174.1788462682666	1.0	0.09754204785598637	2.863337639261886	-283.1541609749724	0.002196899287876422	0.4490466083200852	0.5509533916799156	1.0564204990540513	Infinity	NaN	NaN	0	-6.739953064106479	2174.1788462682666	Infinity
754000	-280.09784553416813	NaN	-280.09784553416813	NaN	2009.2152826025558	1.0	0.09754204785598637	2.863337639261886	-269.8509522616268	0.001795139303256426	0.4490466083200852	0.5509533916799156	0.19296168707835015	Infinity	NaN	NaN	0	-6.1504769153475625	2009.2152826025558	Infinity
755000	-286.8760560223018	NaN	-286.8760560223018	NaN	1991.989559543022	1.0	0.09754204785598637	2.863337639261886	-276.55426010708806	0.0019155144380214057	0.8383180036110451	0.1616819963889557	0.21664855475556882	Infinity	NaN	NaN	0	-6.110048483006599	1991.989559543022	Infinity
756000	-283.69758176205215	NaN	-283.69758176205215	NaN	2042.3420052209021	1.0	0.09754204785598637	8.527225886662487	-271.53120295511326	0.001704279687840987	0.8383180036110451	0.1616819963889557	0.23967183157470223	Infinity	NaN	NaN	0	-6.2447463751101315	2042.3420052209021	Infinity
757000	-293.15606390173843	NaN	-293.15606390173843	NaN	2006.0284541922188	1.0	0.09754204785598637	3.5003533663794855	-283.9476878356561	0.001675178329439076	0.8383180036110451	0.1616819963889557	0.029921291906689806	Infinity	NaN	NaN	0	-6.142494415314333	2006.0284541922188	Infinity
758000	-278.79248326936346	NaN	-278.79248326936346	NaN	1980.368437323072	1.0	0.08257098740283846	3.5003533663794855	-270.4219438379477	0.001642227165126004	0.8383180036110451	0.1616819963889557	0.006259112497771084	Infinity	NaN	NaN	0	-6.086927378604831	1980.368437323072	Infinity
759000	-273.9546005674819	NaN	-273.9546005674819	NaN	2267.6542757227803	1.0	0.08257098740283846	3.5003533663794855	-264.338486296588	0.0019726955028304127	0.1474443189921646	0.8525556810078363	0.009346100313936855	Infinity	NaN	NaN	0	-7.139835056829239	2267.6542757227803	Infinity
760000	-294.4640424714004	NaN	-294.4640424714004	NaN	2643.7771198983305	1.0	0.7154582680643421	3.5003533663794855	-282.595686926776	0.0017165913768060904	0.2951945501973535	0.7048054498026474	0.03261816968569413	Infinity	NaN	NaN	0	-8.75568002500155	2643.7771198983305	Infinity
761000	-289.79760193167766	NaN	-289.79760193167766	NaN	1895.258384984664	1.0	0.7154582680643421	3.5003533663794855	-275.7470671637289	0.001527156875280546	0.19817013377918527	0.8018298662208156	1.2461070298836947	Infinity	NaN	NaN	0	-6.083159217856044	1895.258384984664	Infinity
762000	-289.33737654494934	NaN	-289.33737654494934	NaN	2005.055085628874	1.0	0.7154582680643421	3.5003533663794855	-278.1419679194554	0.0011989662775314753	0.19817013377918527	0.8018298662208156	0.32004992325769055	Infinity	NaN	NaN	0	-6.278724038363614	1853.9321765384475	Infinity
763000	-289.0825525630335	NaN	-289.0825525630335	NaN	2204.9605939709077	1.0	0.7154582680643421	1.8308162733756292	-277.05776880663046	0.0016830367744057695	0.48260344098451413	0.5173965590154868	0.5996609030657486	Infinity	NaN	NaN	0	-6.869512873635079	2204.9605939709077	Infinity
764000	-284.08777278382354	NaN	-284.08777278382354	NaN	1949.630070027488	1.0	0.7154582680643421	1.8308162733756292	-273.97355219780917	0.0015954285190952515	0.48260344098451413	0.5173965590154868	0.3039523226946716	Infinity	NaN	NaN	0	-6.046097430541974	1949.630070027488	Infinity
765000	-289.96566403108164	NaN	-289.96566403108164	NaN	2151.1715659902834	1.0	0.7154582680643421	4.35381933422646	-279.7113377201225	0.0015094227099384377	0.8291505451392877	0.17084945486071323	0.046831993964331076	Infinity	NaN	NaN	0	-6.645280069916838	2151.1715659902834	Infinity
766000	-282.7646195439336	NaN	-282.7646195439336	NaN	1814.278560858101	1.0	0.7154582680643421	4.35381933422646	-271.0658525278333	0.0020614278790714235	0.8605928321661815	0.13940716783381937	0.2593315764453297	Infinity	NaN	NaN	0	-6.7453000720872875	1814.278560858101	Infinity
767000	-282.274090274067	NaN	-282.274090274067	NaN	1930.1102669450493	1.0	0.7154582680643421	4.35381933422646	-270.6158862916827	0.0016826764890382796	0.2542730807535021	0.7457269192464988	0.42599946601522337	Infinity	NaN	NaN	0	-6.039808794143467	1930.1102669450493	Infinity
768000	-276.16868720803143	NaN	-276.16868720803143	NaN	2114.7133964325194	1.0	0.7154582680643421	4.35381933422646	-266.3147206451784	0.0019583242639082767	0.41998266186690647	0.5800173381330944	0.029638295279930237	Infinity	NaN	NaN	0	-6.500574475257564	2114.7133964325194	Infinity
769000	-275.8916138325637	NaN	-275.8916138325637	NaN	1835.625726128012	1.0	0.7154582680643421	4.35381933422646	-266.6617572877172	0.0017979743243455954	0.41998266186690647	0.5800173381330944	0.009620113086421442	Infinity	NaN	NaN	0	-6.446929063619216	1835.625726128012	Infinity
770000	-276.09182555412536	NaN	-276.09182555412536	NaN	2056.8016273566277	1.0	0.7154582680643421	4.35381933422646	-267.20892464093527	0.0024733215506870495	0.7841236734347118	0.2158763265652891	0.006464073756388118	Infinity	NaN	NaN	0	-6.291290809599277	2056.8016273566277	Infinity
771000	-268.8671504586466	NaN	-268.8671504586466	NaN	2011.6759929440418	1.0	0.7154582680643421	4.35381933422646	-262.46369797711145	0.0024733215506870495	0.7841236734347118	0.2158763265652891	4.1151921592955514E-5	Infinity	NaN	NaN	0	-6.15678582800196	2011.6759929440418	Infinity
772000	-283.5949494047251	NaN	-283.5949494047251	NaN	2491.565403911618	1.0	0.7154582680643421	4.35381933422646	-274.67266976870417	0.0015070730053046706	0.7841236734347118	0.2158763265652891	0.008959943518919704	Infinity	NaN	NaN	0	-6.1738116012145845	2018.0943704350368	Infinity
773000	-288.85812907523916	NaN	-288.85812907523916	NaN	2281.724592998776	1.0	0.7154582680643421	4.35381933422646	-274.3983151006991	0.0019174842172970247	0.7841236734347118	0.2158763265652891	0.9175011153395356	Infinity	NaN	NaN	0	-7.201202235987283	2281.724592998776	Infinity
774000	-274.20879047287144	NaN	-274.20879047287144	NaN	1852.570132936633	1.0	0.7154582680643421	4.35381933422646	-261.99981681554294	0.0017098581025850599	0.7841236734347118	0.2158763265652891	0.5096270598746256	Infinity	NaN	NaN	0	-6.28907813512466	1852.570132936633	Infinity
775000	-276.6485614976391	NaN	-276.6485614976391	NaN	1975.9279266825015	1.0	0.7154582680643421	4.35381933422646	-266.63886702999457	0.0025242029423997807	0.7841236734347118	0.2158763265652891	0.07859687410790095	Infinity	NaN	NaN	0	-6.0790931593120465	1975.9279266825015	Infinity
776000	-279.7844132816605	NaN	-279.7844132816605	NaN	1930.9403186098416	1.0	0.7154582680643421	4.35381933422646	-271.61143191026304	0.002023269630162656	0.7841236734347118	0.2158763265652891	0.0024439790939510607	Infinity	NaN	NaN	0	-6.039697716717892	1930.9403186098416	Infinity
777000	-279.3101730906949	NaN	-279.3101730906949	NaN	1954.4377641935127	1.0	0.7154582680643421	5.18560423639175	-273.8002296336529	0.0022474330142943054	0.7841236734347118	0.2158763265652891	4.335214535541129E-6	Infinity	NaN	NaN	0	-6.0502334412331535	1954.4377641935127	Infinity
778000	-280.89102846328717	NaN	-280.89102846328717	NaN	2204.6149577496867	1.0	0.7154582680643421	5.18560423639175	-275.0919433824873	0.0016280543189485656	0.7841236734347118	0.2158763265652891	1.3750742905086963E-6	Infinity	NaN	NaN	0	-6.868043257379585	2204.6149577496867	Infinity
779000	-270.4324956832868	NaN	-270.4324956832868	NaN	1953.2749346751914	1.0	0.7154582680643421	5.18560423639175	-264.49105888819054	0.002058337845459483	0.7841236734347118	0.2158763265652891	1.109288782203467E-5	Infinity	NaN	NaN	0	-6.04914805989023	1953.2749346751914	Infinity
780000	-274.77330806995144	NaN	-274.77330806995144	NaN	1833.439981338733	1.0	0.7154582680643421	5.18560423639175	-267.48465411814857	0.002483859545453238	0.7841236734347118	0.2158763265652891	8.26166954442874E-5	Infinity	NaN	NaN	0	-6.471737265180555	1833.439981338733	Infinity
781000	-271.4785767515242	NaN	-271.4785767515242	NaN	2066.6367305818053	1.0	0.7154582680643421	5.066619308366233	-266.47159529945736	0.0017462006638308276	0.9465747063490138	0.05342529365098719	8.628033506374669E-7	Infinity	NaN	NaN	0	-6.3244729131257325	2066.6367305818053	Infinity
782000	-261.74993875311276	NaN	-261.74993875311276	NaN	1923.332244403453	1.0	0.7154582680643421	5.066619308366233	-257.4711936119533	0.0027566396006775346	0.9465747063490138	0.05342529365098719	3.275745216106043E-7	Infinity	NaN	NaN	0	-6.042122154252543	1923.332244403453	Infinity
783000	-263.5805783769326	NaN	-263.5805783769326	NaN	1913.1955268371055	1.0	0.7154582680643421	5.066619308366233	-259.38187200575226	0.0020409979717301626	0.9465747063490138	0.05342529365098719	2.7025462542200804E-7	Infinity	NaN	NaN	0	-6.050641936779096	1913.1955268371055	Infinity
784000	-291.94388790379094	NaN	-291.94388790379094	NaN	2270.173039301499	1.0	0.7154582680643421	2.9856088137570427	-284.5798996754735	9.954232386466212E-4	0.9465747063490138	0.05342529365098719	5.209147397975967E-4	Infinity	NaN	NaN	0	-6.442633094246533	2099.481216288254	Infinity
785000	-282.78854096571524	NaN	-282.78854096571524	NaN	1938.4475717672433	1.0	0.7154582680643421	2.9856088137570427	-273.4507699077235	0.0019857707366764217	0.9242201746091419	0.07577982539085908	0.06348141012702109	Infinity	NaN	NaN	0	-6.04029218617355	1938.4475717672433	Infinity
786000	-287.0781011574669	NaN	-287.0781011574669	NaN	2264.6789230453383	1.0	0.7154582680643421	1.2737101391334191	-277.80520509246753	0.001377202999427507	0.9242201746091419	0.07577982539085908	0.047856323675513415	Infinity	NaN	NaN	0	-7.126880513621991	2264.6789230453383	Infinity
787000	-282.70670878728123	NaN	-282.70670878728123	NaN	1956.9007267885338	1.0	0.7154582680643421	1.278043190075014	-274.68110468848926	0.0015966056915328185	0.05925774793663319	0.9407422520633677	0.03505870528601597	Infinity	NaN	NaN	0	-6.052706257668104	1956.9007267885338	Infinity
788000	-274.4874065176018	NaN	-274.4874065176018	NaN	1890.458512955045	1.0	0.7154582680643421	1.278043190075014	-269.73643824687116	0.0016920361036708638	0.05925774793663319	0.9407422520633677	3.171499203331441E-5	Infinity	NaN	NaN	0	-6.0962666009110595	1890.458512955045	Infinity
789000	-277.8591104101822	NaN	-277.8591104101822	NaN	2090.9948654381083	1.0	0.7154582680643421	1.278043190075014	-271.72365140882346	0.001667487105588364	0.05925774793663319	0.9407422520633677	3.232290556029473E-4	Infinity	NaN	NaN	0	-6.411142386707509	2090.9948654381083	Infinity
790000	-290.8935211761611	NaN	-290.8935211761611	NaN	1940.4859257089634	1.0	0.7154582680643421	1.278043190075014	-283.79543222391413	0.0010110220861299386	0.05925774793663319	0.9407422520633677	0.005669863971202662	Infinity	NaN	NaN	0	-6.040929198271946	1940.4859257089634	Infinity
791000	-304.5834460713633	NaN	-304.5834460713633	NaN	2125.78649367231	1.0	0.7154582680643421	1.278043190075014	-295.15168687625567	9.435269235462056E-4	0.05925774793663319	0.9407422520633677	0.1404892486572818	Infinity	NaN	NaN	0	-6.543708428882744	2125.78649367231	Infinity
792000	-290.7161538701325	NaN	-290.7161538701325	NaN	1913.0864957083606	1.0	0.7154582680643421	1.278043190075014	-280.40161588863504	0.0011665614276149124	0.86812913191055	0.13187086808945092	0.45806849180668385	Infinity	NaN	NaN	0	-6.0507691275219555	1913.0864957083606	Infinity
