#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <taxonset id="TaxonSet.transeurasian" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:transeurasian" name="distribution">
#            <parameter id="bcov_alpha.s:transeurasian" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="bcov_s_prior.s:transeurasian" name="distribution">
#            <parameter id="bcov_s.s:transeurasian" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:clock" name="distribution">
#            <parameter id="ucldMean.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:clock" name="distribution">
#            <parameter id="ucldStdev.c:clock" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="Yayoi.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Yayoi" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Yuwan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Yonaguni" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tarama" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Solon" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Shuri" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Okinoerabu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ogami" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hateruma" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ikema" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Japanese" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr" offset="1700.0">
#                <parameter estimate="false" id="RealParameter.6" name="M">400.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="S" upper="5.0">0.6</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.transeurasian" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@transeurasian" excludeto="1" filter="-" id="orgdata.transeurasian" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:transeurasian" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:transeurasian" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:transeurasian" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:transeurasian" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:transeurasian" id="covarion" spec="beast.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:transeurasian">
#                    <parameter dimension="2" id="frequencies.s:transeurasian" lower="0.0" name="vfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:transeurasian" lower="0.0" name="hfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@transeurasian" estimate="false" id="dummyfrequencies.s:transeurasian" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:clock" id="RelaxedClock.c:clock" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:tree">
#                <LogNormal S="@ucldStdev.c:clock" id="LogNormalDistributionModel.c:clock" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.3" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="74" id="rateCategories.c:clock" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.transeurasian	TreeHeight.t:tree	mutationRate.s:transeurasian	bcov_alpha.s:transeurasian	bcov_s.s:transeurasian	YuleModel.t:tree	birthRate.t:tree	frequencies.s:transeurasian1	frequencies.s:transeurasian2	ucldStdev.c:clock	rate.c:clock.mean	rate.c:clock.variance	rate.c:clock.coefficientOfVariation	monophyletic(Yayoi)	logP(mrca(Yayoi))	mrca.age(Yayoi)	ucldMean.c:clock
2717000	-2279.131942073318	-1992.0603554232966	-287.0715866500211	-1992.0603554232966	2312.497383699522	1.0	0.0032196342279074736	0.13380599117802736	-276.3284119529574	0.0017094188500378204	0.6355569931966975	0.3644430068033038	0.8788632380026592	1.4806309486768801E-4	2.1736081462558677E-8	0.8070078065996394	0	-7.3358424643017095	2312.497383699522	1.968111040453042E-4
2718000	-2288.337559253907	-2009.529834876879	-278.80772437702785	-2009.529834876879	1817.092839314509	1.0	0.0032196342279074736	0.19193896209250905	-268.91271462658443	0.0021711379994083465	0.6355569931966975	0.3644430068033038	0.704361701286725	2.0404185497993428E-4	2.1240895046371663E-8	0.639245271328132	0	-6.697950663655895	1817.092839314509	2.3197892202790737E-4
2719000	-2286.867822142694	-2003.105361089296	-283.7624610533981	-2003.105361089296	2021.4744221225071	1.0	0.0032196342279074736	0.19193896209250905	-274.4617344501625	0.0015465529413540755	0.6355569931966975	0.3644430068033038	0.68017280198743	2.4348692363778107E-4	2.356812813825787E-8	0.5974779551267877	0	-6.183094555397429	2021.4744221225071	2.6521026202748076E-4
2720000	-2277.6140189347784	-1995.5306756763316	-282.0833432584467	-1995.5306756763316	2041.2902841475302	1.0	0.0032196342279074736	0.19193896209250905	-272.3517636042312	0.0014396509261393243	0.6244825151432849	0.3755174848567165	0.794993543063658	1.8022161515360234E-4	2.3357295123657526E-8	0.7544237121348168	0	-6.2414745805411815	2041.2902841475302	2.1712554250073564E-4
2721000	-2279.859658909544	-2001.3124847758793	-278.5471741336648	-2001.3124847758793	1902.524973748287	1.0	0.002139245960716244	0.19193896209250905	-268.5624270631046	0.0018054959760854341	0.6730384676126355	0.32696153238736586	0.9306042825510461	2.3377043199301886E-4	6.453157364862212E-8	0.9407530590257005	0	-6.067034035844998	1902.524973748287	2.7799382637634017E-4
2722000	-2283.3760141361777	-1997.1261038325072	-286.2499103036707	-1997.1261038325072	2025.2395670493502	1.0	0.002139245960716244	0.19193896209250905	-276.42737020142187	0.0019132387651280322	0.6882965470552939	0.3117034529447075	0.8385957919544301	1.5154613830249748E-4	2.664556959793782E-8	0.9746674810779575	0	-6.1936801508265065	2025.2395670493502	1.8789480615520902E-4
2723000	-2279.258525385734	-1998.5216539961832	-280.7368713895509	-1998.5216539961832	1877.1117142108405	1.0	0.002139245960716244	0.19193896209250905	-271.4130223413844	0.0020182363445497534	0.6882965470552939	0.3117034529447075	0.6989928960589632	1.578409499900019E-4	1.8264981772392062E-8	0.7735440270658541	0	-6.144370821666738	1877.1117142108405	1.8792382966126961E-4
2724000	-2278.2255939319816	-1996.1453671143117	-282.0802268176699	-1996.1453671143117	1925.620279372868	1.0	0.002139245960716244	0.19193896209250905	-272.8308787110413	0.0020487722984900104	0.6882965470552939	0.3117034529447075	0.7077967613145624	1.681075712826772E-4	1.929068287753497E-8	0.7300656753447473	0	-6.041054521125687	1925.620279372868	2.2083097578991432E-4
2725000	-2271.62196232204	-1986.5466489045577	-285.0753134174824	-1986.5466489045577	2085.631890886787	1.0	0.002139245960716244	0.19193896209250905	-275.6039470225544	0.0013326312195643124	0.5938878255049184	0.40611217449508297	0.6687131914870121	2.0416119790323057E-4	2.2518968272497194E-8	0.7092592669717759	0	-6.391564129345252	2085.631890886787	2.39913619583315E-4
2726000	-2264.592280541783	-1981.6458449783204	-282.9464355634626	-1981.6458449783204	1926.8945571871968	1.0	0.002139245960716244	0.19193896209250905	-273.9325279298687	0.0020335794346037404	0.5938878255049184	0.40611217449508297	0.6366786855770701	1.9404645275874544E-4	1.6172570368166712E-8	0.6455796818506753	0	-6.040588392900288	1926.8945571871968	2.2457510151586703E-4
2727000	-2275.0349948555527	-1990.6021994167268	-284.4327954388259	-1990.6021994167268	2017.9838013562728	1.0	0.002139245960716244	0.19193896209250905	-274.9555416060515	0.0016767572608185225	0.5938878255049184	0.40611217449508297	0.7371128634561315	1.9634707009424877E-4	2.1983529231428607E-8	0.70543278302954	0	-6.1735115429837535	2017.9838013562728	2.5049388519492643E-4
2728000	-2279.097113130229	-1994.7167187002576	-284.3803944299713	-1994.7167187002576	2015.8189706700418	1.0	0.002139245960716244	0.0966955513492163	-275.6446262384292	0.0015614800460540196	0.5938878255049184	0.40611217449508297	0.71411774342983	1.835712167781435E-4	2.0889068903675974E-8	0.7108515897830904	0	-6.167683705243013	2015.8189706700418	2.328100918345065E-4
2729000	-2274.23006046359	-1988.2531012069257	-285.97695925666414	-1988.2531012069257	2155.0671059139495	1.0	0.002139245960716244	0.0966955513492163	-276.69403928873857	0.0015585729903739754	0.5938878255049184	0.40611217449508297	0.7306055267159578	1.854242034078317E-4	1.9368126052474494E-8	0.718961601390308	0	-6.661153434316354	2155.0671059139495	2.122974782362834E-4
2730000	-2298.9481162319844	-1998.0724067211943	-300.8757095107901	-1998.0724067211943	2792.519769492602	1.0	0.002139245960716244	0.0966955513492163	-289.4303498057449	0.0018684519283106568	0.6473109765491134	0.35268902345088793	0.7532841160831909	1.609677533171426E-4	1.5682444647259393E-8	0.7458745553978808	0	-8.750135720146154	2642.430356012468	1.8431196285334373E-4
2731000	-2261.354502277519	-1989.1859279236571	-272.1685743538619	-1989.1859279236571	1888.1759150728892	1.0	0.006301759145949835	0.0966955513492163	-263.3436803335628	0.002276877362433098	0.6473109765491134	0.35268902345088793	0.7614775531678957	2.5649304838588574E-4	5.501567500173888E-8	0.8528636699628356	0	-6.103234919659828	1888.1759150728892	2.936932851819225E-4
2732000	-2258.6670446421817	-1988.4770371135774	-270.19000752860427	-1988.4770371135774	1871.440821320179	1.0	0.015264375316967388	0.0966955513492163	-261.71504631247416	0.0025255641433676755	0.6617243685149559	0.33827563148504547	0.6342329365387307	2.3364213615416707E-4	4.806117126603747E-8	0.7966202539964324	0	-6.17067198998578	1871.440821320179	2.567813476309488E-4
2733000	-2265.20662204582	-1988.6014559240539	-276.60516612176633	-1988.6014559240539	1998.4948056223727	1.0	0.015264375316967388	0.0966955513492163	-268.4144788553409	0.0017321696825509615	0.6617243685149559	0.33827563148504547	0.5639492375240504	2.298801661497931E-4	2.5855219154850414E-8	0.645702731635944	0	-6.124509882959882	1998.4948056223727	2.4110903679107953E-4
2734000	-2280.262848883566	-2004.9863361661849	-275.2765127173813	-2004.9863361661849	1897.3238645645508	1.0	0.015264375316967388	0.0966955513492163	-266.9677480597064	0.0019092803801707434	0.6617243685149559	0.33827563148504547	0.6122924509262941	2.554341576518499E-4	3.5900180509780216E-8	0.6649852933769742	0	-6.078135261818336	1897.3238645645508	2.6772074490321023E-4
2735000	-2287.8897031048764	-2013.268703292515	-274.62099981236133	-2013.268703292515	1817.1729710629993	1.0	0.015264375316967388	0.0966955513492163	-265.7798299068433	0.0018262683490703315	0.6617243685149559	0.33827563148504547	0.586867043786576	2.4621585006352043E-4	2.7114672401747224E-8	0.5966828533779208	0	-6.696642958831409	1817.1729710629993	2.647133071888636E-4
2736000	-2263.740641237461	-1994.7907659130917	-268.9498753243696	-1994.7907659130917	1899.2990861849528	1.0	0.015264375316967388	0.0966955513492163	-260.8645691693911	0.002377468175418067	0.6574233097458027	0.3425766902541987	0.5481263194701821	2.5323411222476493E-4	2.6747440749310696E-8	0.5791022526125182	0	-6.073663149888564	1899.2990861849528	2.6835576332582585E-4
2737000	-2274.2818135646426	-2000.5350303063303	-273.7467832583121	-2000.5350303063303	1864.2617057721393	1.0	0.012434791129285418	0.0966955513492163	-265.1427158092178	0.002904327580949418	0.6574233097458027	0.3425766902541987	0.6612827733279978	2.8254249991174556E-4	3.657933823710817E-8	0.6122045981323603	0	-6.2097198690434015	1864.2617057721393	3.365321687962077E-4
2738000	-2261.5861367732273	-1990.6161241737148	-270.9700125995127	-1990.6161241737148	1942.0830223847636	1.0	0.012434791129285418	0.12443332239394217	-261.9936318707473	0.0027799233430016767	0.6574233097458027	0.3425766902541987	0.7524255557136875	2.784721386396505E-4	4.0553892773742104E-8	0.6413839540136443	0	-6.041563656642228	1942.0830223847636	3.365321687962077E-4
2739000	-2262.495077245585	-1985.7298333793551	-276.76524386623	-1985.7298333793551	1957.8450155537514	1.0	0.004032379547539126	0.12443332239394217	-268.8046732070462	0.0016929287233795566	0.6574233097458027	0.3425766902541987	0.4501663312773324	2.1549433365996006E-4	7.253761793287063E-9	0.3914787799064063	0	-6.053715828729275	1957.8450155537514	2.4082582058830224E-4
2740000	-2269.9249615592594	-1992.4736373148698	-277.4513242443896	-1992.4736373148698	2181.0812323417413	1.0	0.004032379547539126	0.12443332239394217	-268.4943003472391	0.0017950855979991553	0.6574233097458027	0.3425766902541987	0.5292004102427061	2.1475125769774355E-4	1.5079867525024367E-8	0.5455306563888457	0	-6.768749665444206	2181.0812323417413	2.3174498068974603E-4
2741000	-2265.1574612035665	-1987.2357656016898	-277.9216956018769	-1987.2357656016898	1991.634760206856	1.0	0.004032379547539126	0.12443332239394217	-268.8133881595172	0.0021044887749694275	0.6574233097458027	0.3425766902541987	0.7723486954172334	1.813450910852909E-4	2.7839190215062002E-8	0.8288582856981584	0	-6.109289774706468	1991.634760206856	2.1033335021163627E-4
2742000	-2267.108704443048	-1985.3565529511022	-281.7521514919456	-1985.3565529511022	1886.0088530152454	1.0	0.004032379547539126	0.12443332239394217	-272.7473828419076	0.0023526378955766045	0.6574233097458027	0.3425766902541987	0.7399520925231374	1.9463296547122492E-4	2.8390652411561402E-8	0.7757689443071566	0	-6.110309504080343	1886.0088530152454	2.2059894637337782E-4
2743000	-2267.7703435760363	-1985.4872400134866	-282.2831035625499	-1985.4872400134866	1954.88664680818	1.0	0.007858507835009352	0.12443332239394217	-273.43517929181587	0.002023834107171189	0.6574233097458027	0.3425766902541987	0.7100770123407486	1.6765381765761376E-4	1.832472439500431E-8	0.7836840922198276	0	-6.050666629701151	1954.88664680818	1.7060203036972977E-4
2744000	-2271.3947065521156	-1994.4092666356444	-276.98543991647114	-1994.4092666356444	1933.5605487063785	1.0	0.007858507835009352	0.12443332239394217	-268.1994715418732	0.001843191815573208	0.6574233097458027	0.3425766902541987	0.6945391002059006	2.3217949440210704E-4	4.514209745862956E-8	0.824988719308006	0	-6.039582883991753	1933.5605487063785	2.4894067190100815E-4
2745000	-2275.733408785292	-1992.128143959683	-283.60526482560886	-1992.128143959683	2273.309265568694	1.0	0.007858507835009352	0.12443332239394217	-273.38903344268255	0.0013998961057588152	0.6574233097458027	0.3425766902541987	0.7887853689407431	1.8754851457981805E-4	4.125381840015716E-8	0.9324603495305522	0	-7.1644793449134045	2273.309265568694	1.9674754813536947E-4
2746000	-2273.032496715736	-1988.0093784278165	-285.0231182879199	-1988.0093784278165	2055.1995138490574	1.0	0.007858507835009352	0.14190628285611093	-275.76729122524455	0.0017985744936863223	0.6574233097458027	0.3425766902541987	0.7241846208967587	1.635399149102211E-4	2.1103445341692912E-8	0.7953734209033732	0	-6.285997118412005	2055.1995138490574	1.6786172590132554E-4
2747000	-2276.100376526112	-1993.2539192942054	-282.8464572319069	-1993.2539192942054	2066.0156733361114	1.0	0.007858507835009352	0.14190628285611093	-274.03198557206116	0.0016525351854628247	0.6574233097458027	0.3425766902541987	0.5806038924530864	1.8662344763535328E-4	1.2618011444368656E-8	0.6018067130198392	0	-6.322344006303498	2066.0156733361114	1.7755868063357798E-4
2748000	-2267.475100321147	-1988.9516389887797	-278.5234613323672	-1988.9516389887797	1940.372737240793	1.0	0.007858507835009352	0.14190628285611093	-269.85240855110794	0.0018816917148318528	0.6574233097458027	0.3425766902541987	0.6213846185298464	2.0435062909752086E-4	2.0438521156443413E-8	0.6741600375777232	0	-6.040888709362556	1940.372737240793	2.105411059357304E-4
2749000	-2272.7535785705254	-1992.6654531361448	-280.0881254343807	-1992.6654531361448	1939.9796123815036	1.0	0.0065228278187692695	0.14190628285611093	-271.42387015139906	0.0024907120590077834	0.6574233097458027	0.3425766902541987	0.6194023766395974	1.965716899675934E-4	1.5304300023975088E-8	0.6035932834722418	0	-6.040752726826076	1939.9796123815036	2.0955294039055015E-4
2750000	-2262.986439947379	-1987.7745457049157	-275.21189424246313	-1987.7745457049157	1910.5855092287552	1.0	0.0065228278187692695	0.14190628285611093	-266.51660068123937	0.0018013809839574492	0.6574233097458027	0.3425766902541987	0.6247273069633152	2.3584074404623084E-4	2.1938651540428577E-8	0.5779753659966095	0	-6.053906657845832	1910.5855092287552	2.7636837372662135E-4
2751000	-2276.3715254629515	-1997.4166956148163	-278.95482984813543	-1997.4166956148163	1756.065176391332	1.0	0.0065228278187692695	0.14190628285611093	-267.0905291078128	0.002312051131158543	0.6574233097458027	0.3425766902541987	0.7348875492587419	2.6936001582133476E-4	4.913272488875587E-8	0.750678408139011	0	-8.859690733216548	1756.065176391332	3.2400588534810157E-4
2752000	-2282.740367021267	-1997.9682377555255	-284.7721292657414	-1997.9682377555255	2088.094913273005	1.0	0.0065228278187692695	0.14190628285611093	-275.40353532100806	0.0017042281374674841	0.6629600507951193	0.337039949204882	0.7236439861747123	2.2005007724412517E-4	2.555541656767653E-8	0.7055942463558122	0	-6.400523481805675	2088.094913273005	2.2641346309312853E-4
2753000	-2279.962223796279	-1988.0959280812717	-291.86629571500725	-1988.0959280812717	1847.96203608346	1.0	0.0168731153363097	0.11587387344118986	-282.78704936979074	9.923785682981576E-4	0.6629600507951193	0.337039949204882	0.7174485689811638	1.392262050924812E-4	9.517314411200791E-9	0.6891058898621026	0	-6.326491715892841	1847.96203608346	1.4486751755439032E-4
2754000	-2297.0013190420505	-2000.8397676293846	-296.161551412666	-2000.8397676293846	1952.1343758195078	1.0	0.0168731153363097	0.16091941466139767	-287.18901914996167	0.0011894550086713606	0.645711421768277	0.3542885782317243	0.6732996003795654	1.3239278142593077E-4	9.226228495304254E-9	0.7056159550711838	0	-6.048135621552928	1952.1343758195078	1.4050833623942483E-4
2755000	-2294.2175468489413	-2000.7716935029357	-293.4458533460056	-2000.7716935029357	1966.5142093964398	1.0	0.0168731153363097	0.16091941466139767	-283.7995389607777	0.0012177576370113116	0.645711421768277	0.3542885782317243	0.8777435192665852	1.7050348201472435E-4	2.62976366708247E-8	0.8401433173203195	0	-6.064502580189418	1966.5142093964398	1.7277319645260452E-4
2756000	-2274.0330893429	-1992.180542972753	-281.85254637014685	-1992.180542972753	1869.3072889161326	1.0	0.0168731153363097	0.16091941466139767	-272.66008381023664	0.0019509998615675123	0.645711421768277	0.3542885782317243	0.6995939189518212	1.9509757915995432E-4	1.4249525367738113E-8	0.5720107395477431	0	-6.18157683780722	1869.3072889161326	2.0016312025350033E-4
2757000	-2287.2598604289524	-2002.1785824530305	-285.0812779759221	-2002.1785824530305	2095.1440947395404	1.0	0.0168731153363097	0.19489348885347993	-275.8288412359899	0.0018215284561008773	0.645711421768277	0.3542885782317243	0.5885675593611572	1.587584825676443E-4	6.5922171392350055E-9	0.48374801524482935	0	-6.426463577366976	2095.1440947395404	1.6057863225161763E-4
2758000	-2288.9083068124396	-1991.7916225183562	-297.1166842940833	-1991.7916225183562	2413.0667307612534	1.0	0.0168731153363097	0.19489348885347993	-285.97462438515	0.0015590301561744836	0.645711421768277	0.3542885782317243	0.7518132034652457	1.2861715639879006E-4	7.550023071754143E-9	0.6553511314444372	0	-7.775926070135942	2413.0667307612534	1.3396999748431726E-4
2759000	-2274.2741055139377	-1988.1662617867387	-286.1078437271988	-1988.1662617867387	1894.6631694609493	1.0	0.0168731153363097	0.19489348885347993	-276.0715655493602	0.0017299923535438874	0.645711421768277	0.3542885782317243	0.9367372383721819	1.5788657855186856E-4	2.223432018912492E-8	0.9037589186133638	0	-6.084674417824517	1894.6631694609493	1.8346893028788088E-4
2760000	-2258.947797161637	-1976.2825250710907	-282.6652720905461	-1976.2825250710907	1930.9498510654812	1.0	0.006474338177869264	0.19489348885347993	-272.6171472139157	0.0018827215625630543	0.6502041204795003	0.34979587952050106	0.9550367751291349	1.7867283809666672E-4	4.537018787495346E-8	0.9973403915863441	0	-6.0396966521914806	1930.9498510654812	2.389090065219495E-4
2761000	-2272.8979974827366	-1990.0224769122692	-282.87552057046724	-1990.0224769122692	1803.806323758272	1.0	0.006474338177869264	0.1169101769968095	-273.1477386098395	0.0014024032968897161	0.6502041204795003	0.34979587952050106	0.7229820050150135	1.8024987054195347E-4	2.850166787887333E-8	0.8600837411458583	0	-6.948438749349179	1803.806323758272	1.8789740676590703E-4
2762000	-2287.3346479627608	-1999.640675183174	-287.69397277958683	-1999.640675183174	1987.9587923007846	1.0	0.006474338177869264	0.1169101769968095	-278.8164923288677	0.0014680339562007391	0.6502041204795003	0.34979587952050106	0.7219125433036108	1.514559701037539E-4	2.0421013451036963E-8	0.8583528954578874	0	-6.10161915541912	1987.9587923007846	1.6621347733640767E-4
2763000	-2293.6783072727067	-1998.9226272095846	-294.75568006312216	-1998.9226272095846	2333.8613870502413	1.0	0.006474338177869264	0.1307172311281111	-284.4277472090787	0.001276555110425141	0.6502041204795003	0.34979587952050106	0.7265709545589817	1.5277308070891994E-4	1.4357991051657446E-8	0.7745819640638143	0	-7.429482506268128	2333.8613870502413	1.5326679174639882E-4
2764000	-2286.7376278250613	-1999.5888415161414	-287.14878630891974	-1999.5888415161414	1985.2902997308045	1.0	0.006474338177869264	0.1307172311281111	-277.8685840779033	0.0014386629161572814	0.6502041204795003	0.34979587952050106	0.8153298884354393	1.7623801877194353E-4	2.7364877322877552E-8	0.8844590812567278	0	-6.0962736465212455	1985.2902997308045	1.8720873679510059E-4
2765000	-2291.425504984175	-1993.671045820264	-297.75445916391084	-1993.671045820264	2103.3966763013864	1.0	0.005219773407965708	0.1307172311281111	-289.3579913227251	7.601902441503381E-4	0.6502041204795003	0.34979587952050106	0.4460031081825336	1.1619538329782124E-4	3.0976488135103637E-9	0.5057479469090366	0	-6.457360522538534	2103.3966763013864	1.069996466602145E-4
2766000	-2283.2992359260575	-1989.821754841068	-293.47748108498945	-1989.821754841068	2235.5942629810297	1.0	0.013262543565569418	0.1307172311281111	-284.2818741573496	0.0010407091324819684	0.611294653402521	0.3887053465974804	0.5175099476834488	1.382526570111371E-4	8.016549707498297E-9	0.6409120816605892	0	-7.000797132715716	2235.5942629810297	1.3415818896173138E-4
2767000	-2292.215506866694	-1998.6931026564748	-293.5224042102189	-1998.6931026564748	1904.2553986930727	1.0	0.013262543565569418	0.22471324887142516	-284.7167081592194	9.869080269753398E-4	0.611294653402521	0.3887053465974804	0.5240696697309583	1.2343626365302803E-4	5.470692915341568E-9	0.5836092937941114	0	-6.0638117086980605	1904.2553986930727	1.1871491414953586E-4
2768000	-2286.8833809087387	-1992.8310599994459	-294.052320909293	-1992.8310599994459	2061.1083993995667	1.0	0.011592331533104221	0.22471324887142516	-285.18548237630324	0.0013314402975420929	0.611294653402521	0.3887053465974804	0.4730569991012137	1.1166923632878788E-4	4.540186126052037E-9	0.5574398072652103	0	-6.305679167591091	2061.1083993995667	1.1763315837712063E-4
2769000	-2286.7836769489754	-1992.7459940076133	-294.03768294136216	-1992.7459940076133	1801.8705262976493	1.0	0.011592331533104221	0.22471324887142516	-284.5371934853438	0.0017775192213729401	0.6374712618305073	0.36252873816949416	0.45866772910623627	1.345893370843296E-4	6.1558713372427766E-9	0.5619792590802806	0	-6.991229882645477	1801.8705262976493	1.336974846608257E-4
2770000	-2300.3724215819075	-2009.3784258871976	-290.99399569471007	-2009.3784258871976	1795.0452692004599	1.0	0.011592331533104221	0.1896104495474491	-281.1142525381654	0.001156016754198467	0.6374712618305073	0.36252873816949416	0.5660384479242732	1.5220289454040707E-4	9.228790637221145E-9	0.6334379887809235	0	-7.15736717441028	1795.0452692004599	1.3751234780916724E-4
2771000	-2276.8061729841584	-1985.5430337161113	-291.263139268047	-1985.5430337161113	2085.241419669063	1.0	0.009366423247080225	0.1896104495474491	-281.97317223294607	0.0017049632990547895	0.6374712618305073	0.36252873816949416	0.6182813388725776	1.4965199197942953E-4	1.189649937505086E-8	0.6616162704467903	0	-6.390148903640354	2085.241419669063	1.4620349532707932E-4
2772000	-2269.5785314453387	-1983.851466300859	-285.7270651444798	-1983.851466300859	2066.9119759071727	1.0	0.009366423247080225	0.10512922882544137	-277.01591673571335	0.0015149473342441892	0.6374712618305073	0.36252873816949416	0.6345786685883725	1.7493172231865088E-4	1.422161466280672E-8	0.6453764886359463	0	-6.325417816014467	2066.9119759071727	1.6074505385806054E-4
2773000	-2274.7961206959403	-1982.993739563622	-291.8023811323181	-1982.993739563622	2154.4590325851045	1.0	0.009366423247080225	0.10512922882544137	-282.291467617111	0.0016597431012215901	0.6374712618305073	0.36252873816949416	0.7771127514041943	1.4137363584153055E-4	1.5858541204377006E-8	0.7944071648121496	0	-6.658671173281688	2154.4590325851045	1.3616169247193175E-4
2774000	-2273.1896527763843	-1983.131817626621	-290.0578351497634	-1983.131817626621	1993.4598960714968	1.0	0.009366423247080225	0.10512922882544137	-281.21477535120505	0.0014979628867217685	0.6374712618305073	0.36252873816949416	0.739166951546556	1.4423371487338983E-4	1.6411593292908494E-8	0.787518194731451	0	-6.11322640096446	1993.4598960714968	1.4818931363747806E-4
2775000	-2289.795766108546	-1998.0486529953228	-291.7471131132232	-1998.0486529953228	2163.6470365265222	1.0	0.016751353791683035	0.10512922882544137	-282.4976973111282	0.0018879869203007155	0.6374712618305073	0.36252873816949416	0.6850329361786577	1.7042638431362953E-4	1.3863748823437265E-8	0.6434316095658692	0	-6.696348186719943	2163.6470365265222	1.870534528022333E-4
2776000	-2294.605178482531	-2007.065150462709	-287.5400280198219	-2007.065150462709	2191.318010464278	1.0	0.016751353791683035	0.10512922882544137	-277.79208192406094	0.0014922807511559086	0.6374712618305073	0.36252873816949416	0.803340779227982	1.8887541781501598E-4	3.423842110121318E-8	0.8783891409223975	0	-6.811743703726416	2191.318010464278	2.0377645541233327E-4
2777000	-2272.8230345087804	-1987.8694884396327	-284.95354606914776	-1987.8694884396327	1790.7628223141733	1.0	0.017546349736501363	0.10512922882544137	-274.7740967978576	0.001946855946686991	0.6374712618305073	0.36252873816949416	0.7933378315059693	1.931893133108342E-4	4.583158227122925E-8	0.954007847722476	0	-7.275208209861952	1790.7628223141733	2.2656321133708034E-4
